HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
17.908164412287327,18.847431506315363,0.0,18.03269874416277,0,0.5973802750076924,4.632627384743341,100.11914936290532,1.5521388100475961,23,666,20.20020945502817,28.197424799106884,34.47393877580103
17.752171463828304,21.87497804279813,0.0,18.1,0,0.597,5.1398820456751,100.0,1.579757453639814,24,666,20.2,31.778402416740555,35.69651146489083
17.989884676449087,18.797994117772966,0.0,18.055081482143013,0,0.5954237987416189,4.613372779395771,100.24007762654401,1.568354626951414,23,665,20.20101549503598,25.200841206529308,34.560824138581864
18.02504015346906,5.773497684542129,0.0,18.1,0,0.7987310651881909,6.353561372292714,101.29604363562112,2.283976648206612,24,666,20.2,395.94902648358044,18.313418873502567
18.52593148055107,5.7807040810550685,0.0,18.090769206256535,0,0.7399220153086258,6.204036265503605,99.81851028222225,2.0078894936082468,23,665,20.200998470630495,396.71787380191813,16.609677539708137
18.36582988092683,5.743016722662888,0.0,18.02740829714867,0,0.7404487546616273,6.218810162442171,99.96768406982056,2.0263347582674984,23,666,20.200380115014365,400.06363990055496,16.628765451154422
18.293663455539253,5.663117927821048,0.0,18.14083922112121,0,0.7407614974568172,6.217373863196414,99.09628778290465,2.003824049756313,23,666,20.200528945461045,396.9132310176306,16.67020784111477
20.759515205862577,11.972223705752636,0.0,18.11663030295549,0,0.6137879419736934,5.637035535637881,87.99281887123378,1.9609006415346406,24,666,20.19918200671892,291.56262374392077,13.91708681860695
19.758213279496335,13.168833568303397,0.0,18.1,0,0.6390482295130404,6.146882696268446,88.2249066293155,2.525307814256511,24,666,20.2,296.858560130916,14.19200207015968
19.10095536509144,14.18040499735131,0.0,18.1,0,0.6849358514367421,5.902089251375272,90.8892305524631,2.641678340166336,24,666,20.2,304.64479532780325,14.66799371596114
20.783968857021527,12.123604115347275,0.0,18.147697574829724,0,0.6150857592464626,5.641080949776527,87.34383105889432,1.9842037492524285,24,665,20.200211446834572,293.3267329104675,14.075893284778898
27.411169290879354,14.394401133185594,0.0,18.128365767481373,0,0.5982775979917179,6.847645119076635,99.89070453670243,1.4777765170954291,24,666,20.200248199795674,179.7640886053419,19.761486713805112
23.93728357772408,19.380780368851525,0.0,18.1,0,0.674442810733757,6.9464697212443305,108.97976833125782,2.5415690287832966,24,666,20.2,204.0536084012986,21.300336897931416
27.462425172560742,14.320479498915645,0.0,18.187422654971705,0,0.5955601764095426,6.880816011035847,99.44999870071446,1.4549664155373763,24,665,20.19989272308501,176.05860726820296,19.87337119868598
27.516251206800156,14.422075813858232,0.0,18.197561427655526,0,0.5937832601099025,6.864450016303233,99.89551822792752,1.4918589927022354,24,666,20.19961714095901,176.56817216782187,19.969230262582816
27.282476098578464,12.285836122123746,0.0,18.1,0,0.6749277183487614,5.846134765175436,100.0,1.6948968702856564,24,666,20.2,332.56448262346777,12.470321326910609
27.83683449780418,11.983675542588026,0.0,18.11452649798425,0,0.6574542031903041,5.595593254607865,100.04940884611409,1.2830750755466616,24,666,20.200430273281356,327.82905678377546,12.220821313177733
25.18704762368362,14.572071919979354,0.0,18.1,0,0.6896074029522385,5.767692557882941,101.69909683772697,1.7450588151212634,24,666,20.2,332.73476716495014,17.077555108453744
27.939323461505325,11.850502058262272,0.0,18.137038267242595,0,0.6591991420861276,5.594028974432325,99.85572365096463,1.2984813327165667,24,666,20.200127278279332,333.503582255853,12.158224281731323
7.085366185889656,0.12832967307369755,0.0,27.74925194007074,0,0.609524457415118,5.398592340081566,98.28798152156818,1.7543979602073765,4,710,20.10108485092978,345.7635397700053,23.93677885941834
7.137217885678121,0.04747759898031209,0.0,27.80754270233269,0,0.6081509287034298,5.418220087505434,98.51491786984484,1.7322290996712904,4,711,20.0996117001756,343.49719046288993,23.955095836938536
6.812144990722648,0.10794799203886334,0.0,27.72322932312724,0,0.6083655000863993,5.409896099886776,98.52042454917905,1.7794252218183355,3,710,20.098452432454945,343.53867757720803,23.93716661067106
10.319077601977273,0.23215490369329078,0.0,27.74,0,0.609,5.4155816499928395,98.7883183898029,1.8323877364833825,4,711,20.1,368.2515350024541,28.981915947765426
11.874864875865057,14.906385013702133,0.0,18.067759681851445,0,0.6142614914208404,5.311883354997304,97.25157331984794,2.0904017812623046,24,665,20.20034995877981,344.81365582001365,24.773390934339005
12.018776073136523,14.92694369963974,0.0,18.085126782678746,0,0.61325038475301,5.304894044119412,97.30121314454757,2.1125451588247794,24,666,20.19859918212027,349.56971386133023,24.993251141934373
12.187510741469984,15.054168555896034,0.0,18.0716949075128,0,0.6132736963954808,5.304733965661234,96.40397058500804,2.090388934018732,24,666,20.200481692151698,350.5268893438682,24.926697216307648
12.046907593386036,15.053454077109961,0.0,18.151345034678737,0,0.6119769368144083,5.291491196602893,97.36641766038123,2.0951750292705436,23,666,20.200014128285684,349.36004215329984,24.945853607803354
12.875896443188244,4.66128882044059,0.0,18.064896128558107,0,0.7153292453823329,5.962554498052763,87.9314363873361,2.59243715709123,23,666,20.200583982613672,11.196492236457802,18.77341996898313
12.771419938010803,4.971361372594485,0.0,18.025231010841292,0,0.7128194583995672,5.981840223970657,87.78384988789362,2.5636378732492213,24,665,20.2004459947362,7.205448149173073,18.97584125479024
12.95387808810351,7.4679898970219405,0.0,18.1,0,0.713,5.97637480269121,94.0724456623408,2.6907358444748612,24,666,20.2,15.924464967726042,19.86476675045967
12.733483607810195,4.525921786549178,0.0,18.194418924189065,0,0.7116979269947961,5.978675671559025,87.68292857182998,2.593313931711329,24,666,20.200182591932954,12.96345434140094,19.163323137916716
13.432115357453533,7.297346234608927,0.0,18.1,0,0.713,7.4731805509070375,103.58909551997289,2.332651028479365,24,666,20.2,1.5310511952583452,17.567990373882107
13.418573076910356,7.863095029038371,0.0,18.1,0,0.713,7.060789154916804,94.38554216247314,2.5231517948869184,24,666,20.2,2.7173030999953554,17.718535086220584
13.33314829442189,6.692977605787559,0.0,18.07814669753413,0,0.7168132947878468,6.731350099665586,91.83749957747999,2.3081937639437498,23,665,20.20092221519789,3.6211139539705726,17.375206671398264
13.079892148681296,8.546836949795711,0.0,18.1,0,0.713,6.975209528096205,96.46097936779773,2.4527157893186016,24,666,20.2,7.468078879246214,18.329316328147286
13.63246726718331,8.171411523479394,0.0,18.055488305022592,0,0.7149349609034017,5.935020970990535,79.74215165530583,2.7760431582378615,24,666,20.19968411137873,1.183706112993371,16.85244014475357
13.495740178133019,8.092493495525952,0.0,18.12204389386673,0,0.7145385752550538,5.932853803532718,80.5679612575771,2.7701205403691804,24,665,20.20011852076643,3.8370648372204643,16.96859364597797
13.439966929893284,8.206662419782626,0.0,18.086547170682437,0,0.7100379804413118,5.951102373127309,80.03058311291615,2.785963397098519,24,665,20.200120879630227,3.815647335070164,16.848078225702352
13.561356621101256,8.193673626553009,0.0,18.07081891763921,0,0.7131158911918046,5.924224523194967,80.33202736310879,2.7872700945059403,24,666,20.199675958251504,2.4349889129186986,16.96909548656296
13.643254155486378,0.19956946269213505,0.0,27.74754757268861,0,0.6096877517942503,5.975532023880917,98.8461760859047,1.874960472031243,4,711,20.0994690501424,388.8883902371603,18.173621063449083
13.615989469606982,0.04566799278000431,0.0,27.685260142570986,0,0.6098509865951928,5.989220383586345,98.64803217578992,1.8658401416364638,4,711,20.100705162149996,390.13928669795325,18.02381642000382
15.772584453220135,0.10998538933116855,0.0,27.74,0,0.609,5.983,113.3694573470454,1.972179646725883,4,711,20.1,394.61981595468484,20.85865173095846
13.720293563031232,0.10097041790989446,0.0,27.748031290651827,0,0.609737590942069,5.991964731196503,98.67585967835052,1.8878057657686274,3,711,20.10069002309836,389.02768783877883,18.098679200870325
12.857441396326166,13.601562372472197,0.0,18.1,0,0.595321738012293,5.4271746780693215,95.98098248954089,2.739155325251955,24,666,20.2,353.78325283472986,21.337592396512626
13.755503460716167,8.036981714250672,0.0,18.20298404415997,0,0.5827828271787081,5.436141239180245,94.8443856170583,2.4394447210052457,24,665,20.199919423190106,352.1103870786678,18.023688702196377
12.85443776892214,10.879724492358957,0.0,18.1,0,0.6010947600102587,5.538409665559528,97.2250920534554,2.5275234874528265,24,666,20.2,352.78796802897307,23.29356186744762
14.287759349366643,8.668667336633451,0.0,18.1,0,0.710292063050171,6.513017130076414,96.3974676950544,2.435953693966038,24,666,20.2,353.9553738094807,18.501144679575035
14.592006594133299,10.215240906679739,0.0,18.119075698770896,0,0.6120155630134771,6.182523933059137,97.23482712427793,2.1790168253448927,24,666,20.200037978023516,377.87907124059467,17.950131479676077
15.08266255692629,13.622241093154926,0.0,18.1,0,0.643402895815616,6.24495657896184,99.46545120038091,2.274984426544218,24,666,20.2,383.09318799063317,18.132863597890516
15.589619277997917,11.970758623950944,0.0,18.1,0,0.62184426506529,6.36326674440667,96.76818747184228,2.220888335038536,24,666,20.2,383.2390684423435,18.404869221562294
15.054992076747874,13.493281627889992,0.0,18.1,0,0.7099396239827759,6.230915890145194,96.84513102957932,2.2444248010630776,24,666,20.2,382.6633793810406,18.086652284267156
17.255634780090066,12.341231255720352,0.0,18.1,0,0.723897667303299,6.424947996179358,85.14544639812809,3.2642026805572426,24,666,20.2,299.6831839680825,16.30158261045821
18.82593554960428,12.071114864197115,0.0,18.1,0,0.7948313693854009,6.445264911319711,99.85192714564572,3.5155559393434026,24,666,20.2,345.4226147199341,19.542445152965517
19.692926287713178,9.985771916544907,0.0,18.1,0,0.7608266139414552,6.568897618457346,86.82408283883466,3.5889271284127306,24,666,20.2,289.6892160201755,16.394126267394768
15.896630953635894,10.802364998320916,0.0,18.1,0,0.7753426679893405,6.755656442152323,85.42653193770636,3.1237506568485944,24,666,20.2,272.31010204807876,18.15786923939422
12.546627442350172,0.1528544823069455,0.0,27.74,0,0.609,5.460652043631714,95.71062017201075,1.865687525721699,4,711,20.1,441.54772027665564,21.38637910922716
14.999611985437758,0.16852860350473733,0.0,27.74,0,0.609,5.754806043669692,92.85894661850631,1.8313672717935041,4,711,20.1,396.2672501146275,18.062944277900986
14.112584991130824,0.15195221880906287,0.0,27.74,0,0.609,5.455221127969573,94.02862702930713,1.8689897017084391,4,711,20.1,401.54255064708354,23.91553232780231
15.174357430627177,0.22736977594854607,0.0,27.80338085194848,0,0.6080340625329621,5.444569603027904,92.24893204088444,1.826248147194671,3,711,20.09942884088739,394.9583038026385,18.043176240123312
15.101134540396796,5.541034028580222,0.0,18.22089226179908,0,0.7149171410902411,6.683862904504168,98.65673434836799,2.3495644965164932,23,665,20.200369427637643,356.36266306067847,17.731620540912207
14.871212356103966,6.027211498270024,0.0,18.1,0,0.8149248757984606,7.2113826527639775,98.71507371298594,2.3903021543064917,24,666,20.2,356.8553388056707,17.994885482968076
15.262387089398553,5.389278071622447,0.0,18.034141486943966,0,0.7139516246419704,6.6621987919594154,98.47625427580827,2.3279844953851594,23,666,20.199778019098545,358.06352794694504,17.82633036902944
15.27902630705144,5.394525485220093,0.0,18.124839872379717,0,0.7118464381479508,6.650098105771798,98.59870995418206,2.3587111802089202,23,665,20.20139551662672,352.48017589008737,17.78814749900412
16.07111812414586,5.230044105628901,0.0,18.046396340227915,0,0.7145461711061781,6.310526974948868,92.02001749549301,2.34794127898621,24,666,20.2004710598584,382.33053769068874,17.051055465371864
16.831628695803403,5.777503166218942,0.0,18.1,0,0.713,6.337494522662551,93.78184835816695,2.5117726801610507,24,666,20.2,390.483207828406,18.5723691389322
16.063381427586446,5.06549177227381,0.0,18.073341484748497,0,0.7115175953968047,6.2933465270942675,91.7022711907032,2.364147901623557,24,666,20.199926049449473,386.72541754705304,17.16291458940995
16.756392154861665,5.983149928172572,0.0,18.1,0,0.713,6.337819588719042,94.47790673973427,2.5088708314503405,24,666,20.2,389.61193992859364,19.88053879123619
16.056078543474122,6.5907601320977545,0.0,18.1,0,0.713,6.811797485628601,95.48746863056505,2.603993310258054,24,666,20.2,256.3762076169771,16.60632593001454
15.596591446947057,7.483960784257214,0.0,18.1,0,0.713,6.7469746240162785,90.26693749730964,2.6587754607979073,24,666,20.2,265.6302230606415,16.49019852218358
16.411820263766135,4.818927356174238,0.0,18.150575424325634,0,0.7122198228332075,6.704022541271284,90.32938879070858,2.6029972817280207,24,666,20.199776357175736,250.53902049758463,16.41245816192704
19.962521262053652,13.435592873668291,0.0,18.1,0,0.71969836665607,6.76451787724646,91.39328384878164,3.389281267403208,24,666,20.2,322.25547086092155,19.520453814072134
17.613121431295337,4.937997775613762,0.0,18.1,0,0.684150322973166,6.512016250144285,94.00273621815703,2.89158500453893,24,666,20.2,396.8004461223741,23.993117633630256
16.731397050330738,4.831860522364486,0.0,18.200782136950703,0,0.6153013269743968,6.487717489816641,94.17690275143136,2.3266110342191713,24,666,20.199066496061338,395.68779511443984,18.85124134328929
16.740624259109254,4.847067309243929,0.0,18.166674218932283,0,0.613886531944756,6.4864282278653365,93.86372233754618,2.293667406605353,23,666,20.1992918342589,391.77650304931825,18.686513739798926
16.744974775604014,4.834258625683091,0.0,18.152329552210105,0,0.6139876179496387,6.480583584424115,94.07094566505145,2.2871785602618604,23,666,20.20073987034278,399.03706611159043,18.747960743293472
17.641847208324577,3.7512827733522087,0.0,18.116653037275967,0,0.7126738188895064,6.375631419099723,88.76904689588137,2.5700928142833295,24,665,20.200267092434988,393.17869755087264,14.585777644591465
17.780031902048343,3.695508300599448,0.0,18.172010853751953,0,0.7145341861007972,6.347694859898357,88.3329985506555,2.55946863832108,23,665,20.20114730256507,387.65351102116665,14.839025270599477
17.807230001026475,3.5755999277671964,0.0,17.99565472942316,0,0.7146641093094374,6.371954430242607,88.42240672973841,2.5628018872687317,24,666,20.200572867713937,388.87711389190986,14.695871894247032
17.718434211125736,3.611362618183294,0.0,18.08022386055429,0,0.7113665574675168,6.366057397182543,88.10594606733383,2.585339163913385,23,665,20.199539377512735,389.1187504631581,14.618278737270408
17.446955581168282,8.75891466871792,0.0,18.1,0,0.7278404287093891,8.064304912827577,100.34492919173948,2.8282378174101126,24,666,20.2,381.7384419457755,17.56173835793643
17.593950477136257,9.488399961281598,0.0,18.1,0,0.713,8.066673208088048,100.23759057311581,2.5114843175389323,24,666,20.2,376.3447022609667,17.10929246217925
16.75107747050728,9.393986703547345,0.0,18.1,0,0.7281679303159166,7.565887577417659,100.2903365404872,2.463225664671371,24,666,20.2,377.2347805201735,17.732344084977722
17.313601828753242,8.937282465868886,0.0,18.1,0,0.715559971921003,7.568177461591567,100.42537438184522,2.8209964547209867,24,666,20.2,385.81791636452965,16.970052556639
17.85027184198277,3.912362496122521,0.0,18.1,0,0.7022959589141566,5.970098391241167,86.78017610982532,2.9396950981868595,24,666,20.2,23.45640147770698,18.582706241758046
17.88788482272786,3.9194782990899424,0.0,18.1,0,0.6657024697995587,5.963543200266371,86.10288333233729,3.0429250738198155,24,666,20.2,24.339712022517656,18.407686679249036
19.050820174059602,3.798624800563252,0.0,18.128377602944475,0,0.655343999387254,5.938038500156988,84.34017666146954,2.8530319018301005,23,665,20.19944319206159,18.68371902292892,17.130033731961568
17.018092905576395,4.351811328634065,0.0,18.1,0,0.6766349280736346,5.971832961629708,85.84069032361268,3.084329979674304,24,666,20.2,31.789042517045733,17.201785200467285
19.126540250717717,4.3263738647526155,0.0,18.01256966801585,0,0.5856133825209494,6.00838736926306,94.73675364733113,2.516055629392524,23,665,20.200630688877997,328.99747287037957,21.298087741389686
19.185934326444706,4.48148437936201,0.0,18.074846260213956,0,0.5823516153109608,5.988720444840887,94.83108975659698,2.554476355582905,24,665,20.20029150927478,330.44181588090487,21.245372841030147
19.07351041627966,4.391393283053581,0.0,18.14815329747275,0,0.580899011641565,5.9942633969282735,93.83435310723154,2.51931005821734,23,665,20.199605787291585,333.77534213565104,21.43383269641147
19.18750070434366,4.401821800517022,0.0,18.074065398880858,0,0.5821991358239299,5.995651566147171,94.25701810297137,2.5388508863830017,24,665,20.19968319643657,331.53119746497805,21.315193317721292
19.119044975200087,5.669947755805082,0.0,18.09674497013247,0,0.5828038374038165,6.102757551088255,79.77693060386467,3.5481364954534107,23,665,20.199556927123222,392.04569548743916,15.000411339972162
19.260814240017677,5.7903217365597515,0.0,18.138629258529203,0,0.582355053320272,6.1326363058431435,79.52783125943353,3.5527738359984573,24,666,20.20011206286871,393.39541895088223,15.015788065649279
19.348423222715248,5.804595578623663,0.0,18.1,0,0.6339062462208277,6.2516879956374725,82.05791807266998,3.9094687864897613,24,666,20.2,396.1116108330378,15.697059311030541
19.137494827827073,5.531348377853139,0.0,18.076010366834858,0,0.5848184227334434,6.1196240951123135,79.68098159929535,3.549459502268184,23,665,20.200594701152525,391.79460235801065,15.091437233305122
19.607590032578447,6.776040994801998,0.0,18.053865120299612,0,0.711315614628006,6.3072402053519045,83.00858038471831,2.732124921021209,24,665,20.200165568647886,402.70897970136514,13.862765981217017
19.74863945695082,6.7026470609782836,0.0,18.1,0,0.713,6.414079674312086,83.8892574490987,2.749187018731615,24,666,20.2,396.898,14.036614915420095
19.38317559709252,6.834569555822671,0.0,18.1,0,0.7528498312342868,6.451480974060672,86.14736075621008,2.8700469337463135,24,666,20.2,397.9245661664275,14.903043360803508
19.383509128968548,6.749728526406883,0.0,18.1,0,0.7831465669580453,6.324160870422104,84.71592748999672,3.497837889866675,24,666,20.2,399.92838562053714,14.657997029100494
19.7525523656173,4.831736053963321,0.0,18.1,0,0.642766468565264,6.319622028789147,90.99119923726998,3.258589189209981,24,666,20.2,396.3677432517995,13.492173366402604
19.551138953719118,4.045228821611335,0.0,18.13380871494856,0,0.5315449984853913,6.235659851511316,90.42874246859957,3.0830185336022153,24,665,20.200378230511287,398.2881183240019,12.984240644544668
19.47098028672003,3.988969490614825,0.0,18.177181349869933,0,0.5336959148776165,6.2078421204240595,90.31518067046862,3.0852952649814522,23,666,20.199398851374024,393.01569626552146,12.868947171480517
19.569439626390036,4.087477118065355,0.0,17.96409417195692,0,0.5308114371787086,6.221583550447135,91.57638980758301,3.0896366281699907,24,665,20.19914082508701,396.4225366269259,12.695555129379578
19.932141660907675,3.2696777981104947,0.0,18.04987266366231,0,0.6547251757263455,5.754833466880694,48.67930040033826,3.0811755838723354,24,665,20.199374953115445,333.2967248750218,14.155818577587128
19.97004054653033,3.313338789293177,0.0,18.109885436570718,0,0.6548529109816467,5.7462053703226506,48.07065879338108,3.0655256534296282,24,666,20.199572316987396,334.52252244288286,14.235578545364653
19.794126378124243,3.1241874990149885,0.0,18.06371893430125,0,0.6532417072680851,5.77011570146383,48.67556599267615,3.076196655782088,24,666,20.200452757969654,334.3383886542529,14.20492587709325
20.047631442375117,3.0715750742283916,0.0,18.230279271770836,0,0.6534237633976279,5.762096482227381,48.4341525690007,3.0682660674812974,23,666,20.20104455014282,336.87305728304545,14.15213669815389
19.81699807413565,6.648619736531548,0.0,18.052332322562904,0,0.7143788011076502,6.059550856671085,84.24884203576555,2.7049875309871676,24,665,20.20145027271391,395.0096611683176,14.563360652609099
20.11747422518843,6.791199008996083,0.0,18.147248024509558,0,0.7135489895042892,6.084094701813797,84.58886904752946,2.719603877119001,23,666,20.199529917007464,396.48093689373775,14.657055308939697
19.951494826031052,6.809454145998102,0.0,18.1,0,0.713,6.162674710526749,84.49243180205033,2.719297417096036,24,666,20.2,396.898,14.838874348597306
19.953359400905597,6.656842825976755,0.0,18.01050349705803,0,0.7120606626659142,6.0672068516101705,83.9964446135186,2.709425346648458,24,666,20.199207255402538,393.82320291599984,14.783037125962776
20.138720576298436,0.07908490098424273,0.0,27.650085068538253,0,0.6067311676998175,5.99053727347641,83.62175271394581,2.1127806454542264,4,711,20.099319963693674,398.5219559638063,13.309414638600714
20.231956633497067,0.12859285366852125,0.0,27.728940461994707,0,0.609870489817458,5.972011765710629,83.60095617201094,2.101863216350226,4,710,20.09875182893214,393.3717632123129,13.276743547632096
16.35740007557364,0.11304594622706234,0.0,27.74,0,0.609,5.983,96.35726763691369,2.2138420525294324,4,711,20.1,399.10037287646907,15.322071177639693
17.958429905006536,0.14898911560687653,0.0,27.74,0,0.609,6.194777322125549,87.03181647946523,2.306105572591394,4,711,20.1,397.88968046926743,16.808923458639256
19.175717515900452,7.6630461987181455,0.0,18.1,0,0.713,6.572665588081085,90.98807900840296,3.020512060058826,24,666,20.2,393.89708417887,13.442454453925341
20.08425565798344,5.681979748153753,0.0,18.15540354891115,0,0.7151227363802357,6.503032442242904,90.00898132108279,2.7889366453236986,24,666,20.199642279731165,397.3381469016675,10.117893905847
19.9814848671148,6.9286594785938025,0.0,18.1,0,0.7131994940603155,6.715034990258032,90.20180803995977,2.9585958438134963,24,666,20.2,395.23433337807774,11.064864350081878
19.90056147229177,6.114240421335817,0.0,18.1,0,0.8901011412865796,6.659233584380273,89.96044392327371,2.8592105230298412,24,666,20.2,395.1677144622387,12.208755602398567
21.130147140039487,2.7194324704719777,0.0,18.1,0,0.5937933909064714,5.875045338768544,42.70211803972283,3.7302924538696627,24,666,20.2,380.8227462251522,13.896767674433145
20.87406423515544,2.79921274302477,0.0,18.1,0,0.583,6.288099571306106,44.42114385398158,3.8496190589941985,24,666,20.2,380.3134165305489,14.558910456987935
20.718897117254734,3.283296622791722,0.0,18.1,0,0.583,6.273912706220063,44.58950627215103,3.7992413452322342,24,666,20.2,373.55871309170095,14.739521067566578
20.544595321868297,2.4242715454630863,0.0,18.151278630409625,0,0.5837381630454613,5.881078395026743,41.84235856033862,3.693855791647862,24,666,20.199903599469664,369.1407537627846,13.288959598769894
20.48548701116557,4.843552729150418,0.0,18.06029974797536,0,0.5827843165917446,5.909812918931531,53.18154358982649,3.169822915075914,23,666,20.19966615879737,390.69744065787415,11.444954017940928
20.786812260220266,4.921742294704427,0.0,18.1,0,0.583,6.160221965157041,54.299160579701784,3.6832927660953407,24,666,20.2,388.26544894011255,12.141207371245084
20.636475919452053,4.7037726110853,0.0,18.205381784749047,0,0.5826308620637709,5.892108619213615,52.621488273943044,3.158472181389995,23,665,20.199889645237782,389.07668732765205,11.45220909191312
20.67582678266089,4.8613278619096345,0.0,18.119675882456036,0,0.5820832586428353,5.920554464368098,52.655594014555405,3.1285280472668804,23,665,20.2009720890149,393.5717986010604,11.465193782240739
21.357772232918588,4.519259745926056,0.0,18.1,0,0.6194341257256404,6.545573285365682,58.56592833883754,4.094094220897084,24,666,20.2,388.6681207178513,10.647229388963318
21.214779453969083,3.5821081790455236,0.0,17.94878400332295,0,0.5840249229446882,6.314416213568613,51.55513976032866,3.9987951847377428,23,666,20.200086398231075,388.85121853181715,10.436641050905228
21.118955570357492,3.5377844075669684,0.0,18.025388493689793,0,0.5823303778186563,6.319832815456899,51.71127847739844,4.003096815565964,24,666,20.198949146236632,388.51988143863093,10.549518923989645
21.010104040681874,4.94922141891121,0.0,18.1,0,0.583,6.724342157169437,57.8826734780027,4.223640506116681,24,666,20.2,405.1462137888238,11.28069079988959
21.66223607884409,2.9460157832080887,0.0,18.070876095353125,0,0.5334820121137748,5.764003441469963,40.69581672915378,4.076603860292035,24,665,20.19943783340815,392.6790918938746,10.437041172351279
21.41936329472508,3.5090007520005067,0.0,18.1,0,0.5627381366051584,5.793234737259195,49.62895062123822,4.198455698667891,24,666,20.2,393.48497251065845,10.528846685487922
21.449578227876053,3.205041091708794,0.0,18.1,0,0.5424822991461624,5.781537169056865,41.454963239239085,4.130707574424373,24,666,20.2,408.24478866157455,12.285096363042145
21.53954749966472,3.1556884648702805,0.0,18.1,0,0.5555995222163431,6.1407613624199975,46.495497271798065,4.1253109525165,24,666,20.2,395.53211573803935,10.57876967861534
22.97163085629333,5.812456665463567,0.0,18.152696907649005,0,0.5327519107054884,6.2441204405048945,64.74376249836374,3.431992466837978,24,666,20.200984286526516,398.81320006620945,10.973605192250242
23.072417187361197,5.794247160194073,0.0,18.07573364436839,0,0.5340646553210424,6.258464604493774,65.09298857199505,3.441376925773539,23,666,20.19996746792095,395.4521920522981,10.804425562001443
22.978617488963103,5.988623957352957,0.0,18.073637874448366,0,0.5317190433413962,6.234577687398977,64.51506161999134,3.4245017674875227,23,665,20.199221975659675,397.4902780506942,10.850525611030161
23.02756970510574,5.8460614753858255,0.0,18.105015218874488,0,0.5326275174338928,6.230197764510182,64.55983878719843,3.436976832251324,24,666,20.200476075761653,395.20917771081133,10.622252494040973
23.663357856876868,5.7832003739502325,0.0,18.033615928682796,0,0.5364923828482595,6.74341632362835,74.89572814626823,3.344099504133444,23,666,20.199499771922167,394.111601496102,7.737344588477546
23.620738783912397,5.74112073611755,0.0,18.135710523069633,0,0.5316839533064277,6.7392398725915745,74.78120506022584,3.341431281596479,24,666,20.20099071039694,390.8690811794782,7.695694071617294
23.678656203933585,5.872263106500253,0.0,18.132871046339123,0,0.5303928885788429,6.752409112432863,75.63606531779719,3.3132561766891153,24,666,20.199637240325607,393.5533883662142,7.813476301562615
23.80833793737355,5.677140991475185,0.0,18.053701524642186,0,0.5304748520464027,6.7355326376023505,75.36206834234467,3.3107766729450923,23,666,20.20072630735877,393.4396169060466,7.725707536232
25.07249882633318,5.665480822575724,0.0,18.116442990013535,0,0.5312680918877333,7.074939520195793,76.79287104706519,3.4070568763622693,23,666,20.20009257461387,393.8791961621418,7.095521320622905
24.594510237780867,5.732950570186714,0.0,18.1,0,0.532,7.142028387422282,78.80088024298277,3.4652787291973546,24,666,20.2,397.0690004349613,7.229961681831812
24.601469171388977,5.7526929284351604,0.0,18.1,0,0.532,7.167431348790667,78.92066439820607,3.4838871447927398,24,666,20.2,396.74801692777476,7.203461150588513
25.00589358623758,5.74307588923606,0.0,18.110669501457593,0,0.529755734229119,7.07283472460207,76.80724464960232,3.4185908000067085,24,666,20.19966238463404,398.33263964703883,7.028247091879417
