HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
13.456546842036202,6.789321505688014,0.0,18.126251368527843,0,0.7121716321978294,6.745689018315751,92.78478025610225,2.3128410209363883,24,665,20.19884391645227,-3.8126269137888182,17.523220907401004
13.4,6.718,0.0,18.1,0,0.713,6.749,92.6,2.324,24,666,20.2,0.32,17.44
13.256159602555673,8.237062799722993,0.0,18.221691738698183,0,0.7135126407341084,5.942505081039916,79.9088057836517,2.7939706796416446,24,666,20.199830992702662,5.7062742442875205,16.99720933296441
13.590037262800832,8.193530092789366,0.0,18.167773497980036,0,0.7124048838351497,5.957524376683243,80.16818894138085,2.7514687462921588,24,666,20.20023696045296,0.4653045652483123,17.022745445084144
13.416536368085685,8.129515621098276,0.0,18.085591811295508,0,0.7120087517237051,5.93589287924132,80.8350083018245,2.7824832748900232,24,665,20.199456813772404,1.8574747130429863,16.97891087865783
13.625567122604224,8.17913190815385,0.0,18.034815639124044,0,0.7111454462853195,5.931616284225226,79.36776124576997,2.797067475819861,23,665,20.20084618907482,0.39283734367451384,16.985189374465726
13.44765738847146,0.164919904340171,0.0,27.774795736596218,0,0.6082609669298193,5.985610262796612,99.11177738380972,1.8578532815876743,3,711,20.099640625823724,388.84340468824763,17.95704216481201
13.42517152593307,0.27702741957947086,0.0,27.68676798143121,0,0.6058728087895932,5.989057389645372,98.19803531406968,1.8734008798640454,3,711,20.099644813945574,392.5928520659177,18.04472617560693
13.6,0.106,0.0,27.74,0,0.609,5.983,98.8,1.868,4,711,20.1,390.109,18.07
13.622802769602169,0.15035548549677827,0.0,27.73273476466299,0,0.6070660184190101,5.9730401713222605,98.90310483896567,1.8576997616536521,4,711,20.099988639151718,393.3629010464993,17.979563417745197
14.17827604910166,8.678755564149778,0.0,18.1,0,0.6256999230031028,6.121255965970157,95.80376334530784,2.4367776461906434,24,666,20.2,353.8154583699701,18.36985989648524
13.74018060460424,7.949150859613219,0.0,18.050412613202646,0,0.5859081961964027,5.430090635103298,94.99500871971912,2.43645306262057,24,665,20.200326440528876,352.50406541504424,18.06472109191075
14.276886055385058,9.855572660279107,0.0,18.1,0,0.6123321940159272,6.6497510966072095,97.05559147840816,2.4551722694649447,24,666,20.2,352.63810878416643,18.155872459934763
13.862409918806886,8.215985867663141,0.0,18.076931123543975,0,0.5824728003855935,5.4144445064809075,95.35639496918346,2.4314775928825947,23,665,20.200694910989593,352.848166943697,18.07088566734442
14.044768979084882,4.58948744700849,0.0,18.130868336582495,0,0.71265172623089,6.510802167719894,86.23465841593541,2.4485982821333048,23,665,20.199107559438783,54.99830126468454,18.308649629276566
14.1,4.752,0.0,18.1,0,0.713,6.525,86.5,2.436,24,666,20.2,50.92,18.13
14.152147621731208,4.815326774716603,0.0,18.09137755053718,0,0.7109858859551484,6.527369360953789,86.7298334563667,2.436969956338454,24,665,20.200879206076802,46.60933315962271,18.14614182035544
14.1,4.752,0.0,18.1,0,0.713,6.525,86.5,2.436,24,666,20.2,50.92,18.13
14.654327859405074,10.286164865800151,0.0,18.05984521243117,0,0.6150788384787091,6.187308320592738,96.25311075985324,2.15103633751898,24,666,20.199108518681296,380.64017581312123,18.081376554704928
14.58867821956738,10.29420358455015,0.0,18.121555384176524,0,0.6133483303200061,6.203997073086065,96.25938703830391,2.1680138337882413,24,665,20.20011534162856,376.81916597287585,18.158125441708034
14.640588407589878,10.243547921903486,0.0,18.128102060336975,0,0.6129654658906908,6.186450619896256,96.61375502525841,2.1869500172116574,23,666,20.20048955874425,381.49743449536,18.13914832047963
14.677782116231782,10.329920422666167,0.0,18.062465199920286,0,0.6152291887855598,6.170457443748038,96.75028658096183,2.1774699293873314,23,666,20.20041292509595,381.9159964358225,17.7750363239488
14.796471246742621,7.664588071688213,0.0,18.136400913261138,0,0.7132060832465247,6.273172790159116,83.47718007797117,2.7760701719839425,23,665,20.20005357447884,271.53496738387685,16.265801262237122
14.759459709811384,7.753893957401485,0.0,18.194345657054637,0,0.7103769707788234,6.30244043020748,83.915432140621,2.7696427280138565,24,666,20.200094803996816,270.3215832509068,16.000397625474992
14.9,7.752,0.0,18.1,0,0.713,6.301,83.7,2.783,24,666,20.2,272.209,16.23
15.027085718115316,7.659685861447296,0.0,18.1450821155239,0,0.714344845017654,6.298557280226481,84.21147496601355,2.7840835206212518,24,665,20.199533234704656,270.4187821394153,16.23910553059108
14.9,9.514,0.0,18.1,0,0.713,6.728,94.1,2.496,24,666,20.2,6.68,18.71
15.023859052953116,9.407001993690871,0.0,18.07596908292884,0,0.7117524829899069,6.730037012714489,94.49843553085546,2.48431903984619,23,666,20.201146727072235,1.1871148301434955,18.454654834526128
14.862612862311021,9.653316713700736,0.0,18.07365883854005,0,0.7141166785062938,6.72289807831432,94.56958541200517,2.4938104660336564,24,666,20.20057618097384,4.793475879319449,18.717991990734866
14.981229868943762,9.60692595149787,0.0,18.06238594326498,0,0.7134957235764311,6.724095667733671,93.78668310573008,2.4797936603375197,24,666,20.200761260007493,5.197557719257883,18.826863093158646
15.2,0.151,0.0,27.74,0,0.609,5.454,92.7,1.821,4,711,20.1,395.09,18.06
15.291895177752286,0.15097775501978283,0.0,27.795146954736648,0,0.6077446489150867,5.459390943326388,92.58383159895676,1.821176291742811,4,711,20.100253425107113,391.8579447381901,17.898019766457313
15.2,0.151,0.0,27.74,0,0.609,5.454,92.7,1.821,4,711,20.1,395.09,18.06
16.580392320146622,0.16477438838817698,0.0,27.74,0,0.609,5.781998234409407,96.97795562353005,1.8240981700992713,4,711,20.1,396.34194399424246,22.692347487671586
15.33913868807854,5.491992433547471,0.0,18.084609897984414,0,0.7140290899293449,6.652811482257302,97.8532179136946,2.3572356556542973,23,666,20.199049921445855,357.68231622045613,17.736147274383065
15.225371595406008,5.2736098873875,0.0,18.120778263908843,0,0.7135496708092208,6.656529329547027,97.89632632506974,2.3574235071143725,23,665,20.199034026146588,357.25865900839784,17.685433418919256
15.360094591182216,5.397763064189983,0.0,18.195283625258565,0,0.711988205065412,6.645635642874326,98.11671958085714,2.3636868518182936,23,666,20.200996154119746,355.0286296666727,17.75642325050711
15.268988581894744,5.628299464216928,0.0,18.145904092675796,0,0.7142287132027801,6.6448115290926815,98.5278741983976,2.3617925710011014,23,666,20.200124118461865,354.38023100032564,17.778706175968544
16.202616560884763,5.132564502024713,0.0,18.148186068210464,0,0.7131675872846897,6.2948697607053425,92.04363747134313,2.3526497458330455,24,666,20.199180436657052,380.0968666552498,17.24248169488694
16.102116847468423,5.066346844543556,0.0,18.079345161606064,0,0.7116816045558154,6.287523169443341,91.46097686868444,2.3620571206836143,23,666,20.19949018644872,383.92773732894426,17.220902921073733
16.05874929717645,5.174167663467339,0.0,18.116691041003865,0,0.7132175224790506,6.294589331780834,91.77954848077849,2.372974039105356,24,666,20.19920518535657,386.0752353984406,17.362807172575344
16.1,5.09,0.0,18.1,0,0.713,6.297,91.8,2.368,24,666,20.2,385.09,17.27
16.432363870108432,4.842254754385243,0.0,18.043531778502707,0,0.7125684576419851,6.710525861137764,89.8277834073904,2.580623105977839,24,666,20.199357476115935,254.97965249404376,16.332727010317047
15.765532502943895,7.349376214703439,0.0,18.1,0,0.713,7.0630157721054605,94.28224654260711,2.774466037141614,24,666,20.2,263.8076021417155,16.482102115242405
16.29795592952021,4.892506908586903,0.0,18.08641016002483,0,0.7134792598473675,6.683634198032121,90.20331344562508,2.581276868318332,23,665,20.200230678956775,252.43906589029172,16.453311437357936
16.34950045193494,4.742584478100991,0.0,18.043655783509767,0,0.7129622327995091,6.727949980516241,89.75413673455095,2.5914975692578484,23,666,20.19904440931249,258.22626940448583,16.25674309589186
16.541281154851283,4.8494260914453955,0.0,18.043638017159967,0,0.6140613514485628,6.472388728665236,93.70555238872706,2.3086422274514513,23,665,20.200031335240887,397.5688815845422,18.671159787548497
16.760606991258925,4.965885366133863,0.0,18.060299978893454,0,0.6138967455899197,6.473269184786288,93.61446219378107,2.2923089254803393,23,666,20.20033594256349,394.9997165977253,18.59036305130697
16.612724807608114,5.010800432216664,0.0,18.115155837544016,0,0.614451731089629,6.488985598560699,93.18470830931224,2.294391350045861,24,666,20.200390224918376,396.79530511574796,18.687679021954295
16.7,4.871,0.0,18.1,0,0.614,6.484,93.6,2.305,24,666,20.2,396.209,18.68
17.7,3.693,0.0,18.1,0,0.713,6.376,88.4,2.567,24,666,20.2,391.43,14.65
17.71236768320545,3.7658425772460586,0.0,18.10964601441411,0,0.7135780605786245,6.385199386094181,88.10491884636126,2.5581176814235627,23,665,20.200840664722804,392.68559638581195,14.535805987775072
17.718237649521875,3.6121173588499986,0.0,18.112313331520877,0,0.7128508306898378,6.392664057318665,88.63049680680953,2.5836468191443522,24,665,20.201384648260266,391.28855789684616,14.609891553101185
17.57401661585883,3.568360186064703,0.0,18.04327720802834,0,0.7132395032731179,6.370318872431583,88.68839212058208,2.55921542022347,24,666,20.199427174471992,390.930475709828,14.450396640316269
19.147384148416105,4.528090560483991,0.0,18.095504012564806,0,0.5834454910151786,6.000063805026809,93.89027875079296,2.5430598138836826,24,665,20.200202877577958,331.09698971189965,21.290879757590105
18.939016376712477,4.460403598175128,0.0,18.08153449429527,0,0.5840382722533792,5.995619304902642,94.41843512545401,2.5216057636397595,23,665,20.200815405239442,328.17063962784505,21.42191774740646
19.23097259613308,4.568303073067776,0.0,17.981475425465938,0,0.5830147746979422,6.006318331631813,94.46726704975114,2.5518128773748363,23,665,20.20113021504726,328.4310556716683,21.301708099059745
19.03991564409976,4.482266948228007,0.0,18.0912765939013,0,0.585225813850877,6.011131350744248,94.39581596833654,2.5405043627342696,23,665,20.200528871622552,334.68103914045815,21.290432635071255
19.19576258447427,5.648308426497667,0.0,18.037981550224917,0,0.5830450570218357,6.1153377621066065,79.74063682505505,3.5426241240060543,24,666,20.200067243477843,393.8003495612111,14.94996115583555
19.1,5.692,0.0,18.1,0,0.583,6.114,79.8,3.546,24,666,20.2,392.68,14.98
19.180613352651353,5.608335524435618,0.0,18.18251947937084,0,0.5837924423139758,6.12777897134958,79.98748183525886,3.5238532763909127,23,665,20.200071901517546,392.3450495916954,14.916179910234863
19.236295287836494,5.59724226684913,0.0,18.142532733932146,0,0.5838628383665144,6.1220145508868855,79.42569716480205,3.537207349573091,24,666,20.200239501855762,394.2224863872536,15.14413083618208
19.0931599671647,15.68116443896506,0.0,18.077892735216274,0,0.5785563795023653,5.918142954093213,71.04967960754868,2.8933295312275606,24,666,20.200622796617807,367.7849738713453,18.173128880811873
19.06091851067821,15.678096286658297,0.0,18.050405476285356,0,0.5785785890237907,5.918079071769856,70.77017424028324,2.907310070788382,24,665,20.20070146128869,367.06397361987894,18.243383591814567
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
19.325136154493052,4.034510931122599,0.0,18.152875145926092,0,0.5307728726683928,6.220549445838866,90.43764850899944,3.0846031230179025,24,665,20.200491078753657,392.79831730278323,12.794875225651227
19.6,4.038,0.0,18.1,0,0.532,6.229,90.7,3.099,24,666,20.2,395.328,12.87
19.558527857176912,4.093759402880775,0.0,18.117366481867666,0,0.5324683471951771,6.221465146197739,90.72122948859534,3.0879183141349595,24,665,20.19995978316913,397.20864750250144,12.980038603811112
19.60885182800215,3.966204543724929,0.0,18.131538570485397,0,0.5324424689745015,6.223694871486909,90.4408431335496,3.11522603364097,23,666,20.19985190334234,394.4460036462347,12.795946827492406
19.9,3.164,0.0,18.1,0,0.655,5.759,48.2,3.066,24,666,20.2,334.398,14.13
19.9,3.164,0.0,18.1,0,0.655,5.759,48.2,3.066,24,666,20.2,334.398,14.13
20.016782509115163,3.1978416803953946,0.0,18.080254395327113,0,0.6558403990541286,5.746997537229876,48.245296279901524,3.066749710880144,24,666,20.20054643285395,331.63429806803623,14.241968299624642
19.891883494030143,3.1958581749207697,0.0,18.194274069673188,0,0.6520435415398838,5.759139620036665,48.21904139776464,3.034760120860716,23,665,20.20030325662043,330.62396675146846,13.90931860531207
20.1,0.111,0.0,27.74,0,0.609,5.983,83.5,2.11,4,711,20.1,396.898,13.35
17.88632550057569,0.1113604611051706,0.0,27.74,0,0.609,5.983,89.85423373471994,2.130087114227248,4,711,20.1,397.6821848183061,13.901285134557547
20.1,0.111,0.0,27.74,0,0.609,5.983,83.5,2.11,4,711,20.1,396.898,13.35
16.484961889568595,0.14076660419325826,0.0,27.74,0,0.609,6.07888009886267,92.55683570421874,2.2783969546246547,4,711,20.1,397.5359402164228,15.90547528050202
20.12348299086141,12.940285831604905,0.0,18.12145278003997,0,0.5806094148510849,5.710803349432706,56.57118448424689,2.8113049473871374,23,665,20.199445830790108,392.4774960909027,14.782645679213257
19.936800863578814,12.934660282139719,0.0,18.069254943975782,0,0.5802996041456203,5.712511242835499,56.95477725201548,2.8514170474026823,24,666,20.199553280309534,397.38201339085475,14.723838996817335
20.0878379037143,13.091760012840407,0.0,18.107962578342395,0,0.5802137251966006,5.701558531302172,56.192702935919904,2.816589009700493,23,665,20.19926061195941,392.48793781296973,14.688812236718183
20.21074276034253,13.151313547156166,0.0,18.11049280476982,0,0.5771727003627956,5.725857150986006,56.628828534042825,2.8144280494040745,23,666,20.19989169565453,396.9822349272944,14.696874900676933
20.625986850424656,2.417902266139589,0.0,18.103001369907048,0,0.5841098227748888,5.860549681869873,41.34044074142125,3.707190024050995,24,665,20.199919300035905,369.8950297867711,13.23578026215629
20.507526132816277,2.3057093765492285,0.0,18.07048168711229,0,0.5847070951259927,5.8688476886829415,41.28919230469292,3.7134111777203236,24,665,20.20119380032899,374.0097638819889,13.221177427505246
20.670523422221372,2.3347968968936645,0.0,18.12454244082533,0,0.5838629178449001,5.865309671849196,41.2405532233736,3.7252378453537514,24,665,20.20047557622945,370.8659073086846,13.363980856894727
20.58371637921153,2.4739648520038315,0.0,18.012723570114538,0,0.5808286658938624,5.883235108977196,42.369623029723705,3.722306995377478,23,665,20.201473469134946,368.8376951794074,13.255402131049806
20.393887547457496,4.868282415001627,0.0,18.13783931686887,0,0.5843875478027424,5.902168868724052,53.325740594337624,3.1591518905179004,23,665,20.20014431813455,386.5492433501989,11.40881709910428
20.78615742232476,5.722685705456702,0.0,18.1,0,0.583,6.25393405285755,54.38108867192429,3.1839485304595017,24,666,20.2,388.5532462329487,11.748707419731376
20.676976978695265,4.877097561370294,0.0,18.12646341803656,0,0.584773950271432,5.891319691342441,53.39399057376418,3.148082013972408,24,666,20.200418512278826,386.8735070621585,11.429131686342949
20.671830424712446,4.828157649499731,0.0,18.125444238049393,0,0.584728719292505,5.902150900605102,53.2555687524032,3.161061990508523,23,666,20.200859633034728,385.47659735076576,11.34529073095689
21.213479354155744,3.724646320135476,0.0,18.15298836502993,0,0.5820869714924235,6.319347607267465,51.4315052636225,3.965697427439854,23,666,20.200320622236436,393.09613966339435,10.581656285693457
21.13629157866672,3.7082174488078175,0.0,18.155125990507884,0,0.5809530012312305,6.31402368133348,52.204094157447514,4.010771069498563,24,666,20.199701672049517,386.82449657245434,10.590405406285635
21.195866416103208,3.736520266197706,0.0,18.079611229017303,0,0.5841913466201132,6.308488166296954,51.31916428616219,3.985871972957382,24,666,20.20019491908379,386.4912892599657,10.563989543838622
20.94098867214861,3.816128909677654,0.0,18.1,0,0.583,6.41074961235234,53.069008507486465,4.452616392365576,24,666,20.2,388.9667242301231,11.18571985698022
21.455119667574916,7.784098126577457,0.0,18.111648799634075,0,0.6545747712510445,6.208400162397239,65.50808644399548,2.970365467511135,24,665,20.20000794060735,400.6574827032579,13.259559638215688
21.343227526784872,7.7878360157492725,0.0,18.045903768418857,0,0.6556180388497835,6.210565732839592,65.22786256496586,2.956694408129905,24,665,20.19936305022747,401.9018648961362,13.095298570851115
21.386125859693713,7.794378076391531,0.0,18.085245060088493,0,0.6558030907180445,6.192601328270669,65.69926430094094,2.9688123773686006,24,666,20.199604536498075,398.71231400905947,13.220642686811166
21.777152941838285,9.14199004894881,0.0,18.1,0,0.6975677360941228,6.2115984243229585,65.66721175334848,3.101872228512105,24,666,20.2,396.898,13.406026256376895
21.814059075605826,2.693387049885615,0.0,18.108549721638195,0,0.5306486756173829,5.749216921303179,40.16845049036052,4.06737973450727,24,666,20.200030826436194,386.9449490754695,10.40993246246163
21.726216162964565,2.9282721302879735,0.0,18.10910923280019,0,0.5289721176306243,5.763021517619098,40.4071473005281,4.11465690306472,23,666,20.200921200798437,391.4294916925012,10.290973104957233
21.9130499370732,2.74281864307141,0.0,18.072799806518717,0,0.535273209355995,5.756110943040213,40.98521756601626,4.099539252347304,24,665,20.200007002310244,396.1424988492389,10.409478963592084
21.8,2.818,0.0,18.1,0,0.532,5.762,40.3,4.098,24,666,20.2,392.92,10.42
22.128080129477755,6.752356992621441,0.0,18.1,0,0.5979845007546256,6.2643383270108215,64.74354052242151,3.8518642810792127,24,666,20.2,396.898,12.508566661371619
23.12408998309577,5.956590283037912,0.0,18.015875846892904,0,0.5311897152942535,6.234003484574445,64.54938038038277,3.4296931920186715,23,665,20.20041475700683,395.0787099725973,10.728443334860007
23.0,5.824,0.0,18.1,0,0.532,6.242,64.7,3.424,24,666,20.2,396.898,10.74
23.018497019947745,5.775968450794233,0.0,18.036118696741166,0,0.5322841861782274,6.237203454508012,65.03665067268344,3.440952392082403,24,666,20.200199383034057,390.7434203249942,10.629159330416575
20.947856849576084,4.8065955447482605,0.0,18.1,0,0.5818638006556841,6.611472409892059,77.71218297998507,3.343144654024612,24,666,20.2,393.6517254810996,14.893101689226544
23.2,3.569,0.0,18.1,0,0.58,6.437,75.0,2.896,24,666,20.2,393.369,14.36
23.20778690687457,3.4980786621761335,0.0,18.079175619077354,0,0.5798681113401641,6.436921481410793,75.46093450023086,2.8992476655744697,23,665,20.199731955389527,394.9278942912535,14.405429633486685
23.14743856649766,3.6881741081039623,0.0,18.046392473221136,0,0.5792841612706452,6.429550065329743,75.25789588338596,2.9026422803680676,24,665,20.200370277054503,386.5312010517679,14.337154237978536
24.921351787126298,5.644490802195734,0.0,18.123716800600505,0,0.5344856733706211,7.055924363763134,77.31994429479981,3.413460785835711,24,666,20.199869726653343,397.42280574279783,7.1117168673409665
24.989382323784994,5.766188977205143,0.0,18.054710824001322,0,0.5311425162149258,7.05136400609206,77.06476503785532,3.4169326966500257,24,665,20.20084311941848,394.10580819496573,6.9290317211993795
24.983472801436083,5.636514512126885,0.0,18.139465431179342,0,0.5317348949621037,7.0737944684368745,77.4179349807364,3.413910751779355,23,665,20.200425481143704,390.2787372068427,7.024433054742185
24.96683307623249,5.711583737436452,0.0,18.095812871016825,0,0.5327331103477672,7.047026641444372,77.46322521312077,3.413054139220231,23,665,20.200033765018325,393.8642716743324,6.8646136606799635
29.783679785261494,4.578934503309254,0.0,18.136967842888897,0,0.6134154652288757,6.966619810692807,68.05447467258378,2.5289323975518876,24,665,20.199791646248965,373.0136297641428,11.705976273933333
29.8,4.647,0.0,18.1,0,0.614,6.98,67.6,2.533,24,666,20.2,374.68,11.66
29.847378549315223,4.57277658861004,0.0,18.061321618579687,0,0.6127353638306067,6.98630801558758,67.46762578830752,2.5544577936236235,24,666,20.19957598647221,377.3605682879167,11.656968229111357
29.861181895813868,4.663177000632343,0.0,18.06855237858249,0,0.6135429044702521,6.979855836714535,67.79774317683356,2.5117877829959165,24,665,20.199586375682795,378.1704750080663,11.739329454728074
11.961948193962264,0.046722936566633656,0.0,11.908997997146827,0,0.5731475075610608,6.031508304025751,80.86506190531796,2.4995413554300763,0,275,21.017187054877123,396.8981620070297,7.759687913153913
14.405460881264927,0.047006799610445654,0.0,11.93,0,0.573,6.112832917058868,83.59499519924373,2.6680761703751297,1,273,21.0,396.898,8.17782067128109
11.9,0.047,0.0,11.93,0,0.573,6.03,80.8,2.505,1,273,21.0,396.898,7.88
14.741036238099868,0.047965281844847066,0.0,11.93,0,0.573,6.109228247729198,84.62596712372175,2.5580704182802854,1,273,21.0,396.898,8.38497040761933
16.89854843322279,0.22443099961669064,0.0,9.701279839028988,0,0.5848930788310104,6.023893305692245,79.46715561166701,2.494511916964675,5,389,19.180948009367427,396.86771243389177,14.19776342190037
16.804387444644654,0.22275003273333696,0.0,9.711060852571704,0,0.5851425670038447,6.040881652101165,79.71898807173025,2.5004449069400385,6,389,19.200004193028008,396.8931989570042,14.246535139127905
16.780386744109506,0.22617061263371885,0.0,9.687061469957438,0,0.5850188784878907,6.021648609737057,79.57390498969488,2.500479287531145,5,391,19.19904156413253,396.9488554463696,14.366861812237595
16.81174591928517,0.22409709369862907,0.0,9.646503996485968,0,0.5849562247526863,6.033008443398188,79.54422134275133,2.4993536590360166,5,391,19.189993070134488,396.8758580302564,14.38129666720347
17.356349436320667,0.17878068320078505,0.0,9.686207515671542,0,0.5848062826142965,5.575061702064146,73.42670748763148,2.3998197031630744,5,389,19.18184043921055,395.7866732271494,15.207798221784113
17.452788633216613,0.17862929610380288,0.0,9.705452152719309,0,0.5850401255787747,5.572896492565646,73.71513256842516,2.3979249189604666,6,390,19.184575227541824,395.75713552386406,15.194818633885657
17.461047689054443,0.17686995176820838,0.0,9.663661988098596,0,0.5850088771072072,5.568608887499894,73.45215916443112,2.4058299588592638,6,388,19.197474481871474,395.77813140187084,15.03092030593999
17.387718206679516,0.17862683097152762,0.0,9.694653981825546,0,0.5850686453955123,5.573769197588477,73.31806864865038,2.3950815447908997,5,390,19.205905681191357,395.7577638013793,15.059876254050861
18.294002593266253,0.26964089851737294,0.0,9.719760209544472,0,0.5854331215090025,5.786593111520032,70.57886220577511,2.8946921821794325,5,391,19.211797755111466,396.89685007772886,14.095177502503978
17.967011919145534,0.27514382008182775,0.0,9.69,0,0.585,6.006592526993815,72.13322388390864,3.0645766183620418,6,391,19.2,397.20789842566114,14.373169249812175
17.849527229318216,0.3162238098076237,0.0,9.69,0,0.585,5.9971790555836355,72.89117425757948,3.3398020520828093,6,391,19.2,397.3363327149319,15.007479941093047
18.109719625265306,0.30531769070382464,0.0,9.69,0,0.585,5.8719774326737175,71.08739414244755,3.3630704514654237,6,391,19.2,397.0743978172011,14.693654581444308
19.7,0.29,0.0,9.69,0,0.585,5.39,72.9,2.799,6,391,19.2,396.898,21.14
19.7953623613356,0.29034375143885505,0.0,9.703612392639984,0,0.5848480456679083,5.388997521586071,72.57644102973786,2.7978962830974616,5,391,19.20047331719249,396.92393018370586,21.227001643695267
19.7,0.29,0.0,9.69,0,0.585,5.39,72.9,2.799,6,391,19.2,396.898,21.14
19.714403191285232,0.2930595599173225,0.0,9.662740408772097,0,0.5850604432198162,5.403183739073733,72.92426070346716,2.8056823626005656,6,390,19.215720050674154,396.90356933457815,21.179169382326375
20.598693414147295,0.04559520074663392,0.0,11.974662572543993,0,0.5728253591162965,6.12556170441853,76.72956544635734,2.28199380565828,1,271,20.98985782084516,396.89132128283376,8.926253278854173
15.189819273173502,0.04654779314893156,0.0,11.93,0,0.573,6.155748682444251,80.19710138616199,2.442066922137405,1,273,21.0,396.898,9.990639876437713
20.55176484362386,0.048283615819233475,0.0,11.884542739593094,0,0.5728862712019818,6.116168128776033,76.8679043021593,2.2915779548095694,0,273,20.983647381885394,396.94416542744875,9.242717961226013
20.645179299502786,0.047276259483079154,0.0,11.939632094193195,0,0.5729283628007211,6.108591230976341,76.5316474895013,2.2890026069324354,1,273,21.004969402251245,396.9044997326813,9.1229555957419
21.24748782023997,0.24174698631299843,0.0,9.699108493474485,0,0.5849288013622697,6.032390250703317,65.46755354490259,2.4081172898452565,5,390,19.180940069622686,396.8801055696806,13.033668321526585
21.092709322527153,0.23712820794099704,0.0,9.652408612303633,0,0.5850054656008188,6.022351758504102,65.13546758910702,2.409772930925999,5,391,19.198889887880085,396.89056350636474,12.811223710036563
21.306180236674948,0.23798113788947764,0.0,9.696494692915222,0,0.5849802454649277,6.027881531999777,65.696609968746,2.412933490694408,5,390,19.203205325848042,396.9115312127064,12.953712057461109
19.656364050408467,0.2543530668174873,0.0,9.69,0,0.585,6.240665487141044,68.23848058257572,2.665390094998842,6,391,19.2,396.898,13.120995964817883
21.758332230054453,0.17342589270261746,0.0,9.680730561525209,0,0.5849342549887057,5.713644730495618,54.224226772827926,2.374575004021522,6,392,19.195695874371594,396.87819352862977,12.09858273400383
21.894024614558056,0.17243852298654747,0.0,9.695507559698372,0,0.584917523787068,5.70675418357187,54.523419530811495,2.3848660681624794,5,392,19.197913918856894,396.8799429572099,11.940747436645488
21.885154851760618,0.1722660923546144,0.0,9.702031576584675,0,0.5852360758166646,5.706485572128808,54.1181672161371,2.378736428066664,5,392,19.209951382696456,396.9112927637648,11.827081423627511
21.86678140392934,0.17090646564289952,0.0,9.669160284391506,0,0.5851226260045175,5.696237152255125,54.24156070253194,2.388506501547782,6,391,19.207072431275158,396.86127329752094,12.195109356025155
22.049538672895167,0.11059197171800315,0.0,11.926537087394308,0,0.5727680628929284,6.793149154469286,89.04538793928816,2.38206869509006,0,272,21.03209091301125,393.424287146494,6.475829261814901
21.95270838525029,0.11036398497444297,0.0,11.952511163000542,0,0.5729615211319816,6.798447786637945,89.49572615542836,2.3929322227662464,0,273,21.0035123592559,393.45366933875,6.487563476187933
21.92793451261409,0.1086412252144146,0.0,11.961157002296364,0,0.5728324669745656,6.784650852795957,89.23735204007299,2.391534754497759,1,271,21.012525873042097,393.458007672947,6.528160088902236
21.94875467699462,0.1080676371484548,0.0,11.922538037016473,0,0.5733519520943513,6.7936700947483875,89.15259094754408,2.382863735684079,0,271,21.01064356294842,393.44377084697584,6.305835669351083
23.766382483194036,0.06143045176217612,0.0,11.932057652118399,0,0.5728409754573531,6.969616916362365,90.678658256755,2.1689948331714386,0,272,20.965902750258664,396.9091279394809,5.507840757742735
23.904291291974456,0.06052339106263091,0.0,11.920111194440965,0,0.5730035367190945,6.968494378873896,91.16341973071114,2.1711410232454624,1,273,20.990019826611107,396.9223380479022,5.602289955327911
23.955119387505047,0.06059200209367856,0.0,11.940296801772263,0,0.5730075330123026,6.963724746038495,91.02603501763339,2.160068773906312,0,273,20.98939483766212,396.8842318359316,5.640616013796456
23.9,0.061,0.0,11.93,0,0.573,6.976,91.0,2.167,1,273,21.0,396.898,5.64
