HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
16.870979075173175,0.2245049801787212,0.0,9.69,0,0.585,6.022754076729398,79.74960701578252,2.4998020857418566,6,391,19.2,396.90075878880606,14.443658380131055
17.5,0.178,0.0,9.69,0,0.585,5.569,73.5,2.4,6,391,19.2,395.77,15.1
17.505847612481354,0.17743813882882406,0.0,9.69,0,0.585,5.561252574656759,73.52568812598561,2.393314989574639,6,391,19.2,395.7701479638869,15.072959419233067
17.503612097886702,0.17889973033161508,0.0,9.69,0,0.585,5.567731949315691,73.59987260257274,2.4004730862454955,6,391,19.2,395.7746547882027,15.059135520185377
17.465578195383,0.17691379710554966,0.0,9.69,0,0.585,5.56149680309975,73.73062307713002,2.395668336999926,6,391,19.2,395.79326254605405,15.08240168494134
17.818740048794744,0.27882465478797236,0.0,9.69,0,0.585,5.914067267716631,73.41746332819937,3.2020952236036417,6,391,19.2,397.59061003854924,15.008127860930584
17.858469086276187,0.2906377275535289,0.0,9.69,0,0.585,5.813725399748802,73.17488407357553,3.1596668371120287,6,391,19.2,397.7093581168972,14.453807066063998
18.027243002868513,0.3383295477420243,0.0,9.69,0,0.585,5.812586501837423,71.58492466385731,3.282499048869179,6,391,19.2,397.9084019540681,14.679515593895374
18.26648035378059,0.26729806602455664,0.0,9.69,0,0.585,5.793029214178798,70.81186709337268,2.8904993763975813,6,391,19.2,396.88914297891273,14.274437313465402
19.693499336193923,0.2897230756874705,0.0,9.69,0,0.585,5.388624087898139,73.09905516697474,2.8015245912752444,6,391,19.2,396.8835259720373,21.238558487044045
19.631275459714903,0.29015505329154584,0.0,9.69,0,0.585,5.393921095649783,72.9266732319811,2.7988820742127483,6,391,19.2,396.9089404670173,21.2051257271496
19.6826764392721,0.2892653383737626,0.0,9.69,0,0.585,5.394624570457691,72.75762291408229,2.8070290532112314,6,391,19.2,396.8936984879148,21.200566436005957
19.701357441816487,0.28998351152010626,0.0,9.69,0,0.585,5.382540571459393,73.08987515902128,2.804452537333315,6,391,19.2,396.9016087312951,21.218956556532778
21.224922526440135,0.2390947521051711,0.0,9.69,0,0.585,6.0202486734582745,65.40928543941445,2.4108333406239133,6,391,19.2,396.88265846049666,12.876440366678196
21.1966010760754,0.23988036903158716,0.0,9.69,0,0.585,6.018984431727942,65.59701764914158,2.4070190523652686,6,391,19.2,396.8973315296687,12.832518133093314
21.22105752775571,0.23993085014647514,0.0,9.69,0,0.585,6.024158969382515,65.46076661790944,2.4029249821878467,6,391,19.2,396.90209225737726,12.898451651695488
21.258379516586885,0.2380606110083939,0.0,9.69,0,0.585,6.015181630985362,65.2768896348432,2.407827677597013,6,391,19.2,396.87723794522816,13.02649685782673
21.816226204582943,0.17303038507244686,0.0,9.69,0,0.585,5.704768706885672,53.777274263009716,2.382394341131323,6,391,19.2,396.8969765241613,12.06704241280069
21.797936003301036,0.17255628324588457,0.0,9.69,0,0.585,5.703435048893359,54.06563611108703,2.380417289439387,6,391,19.2,396.89635250162456,12.014762985875404
21.732406531791444,0.17284011158971074,0.0,9.69,0,0.585,5.7046679385697665,54.00183575802575,2.3787756709320242,6,391,19.2,396.89941736197807,11.95957097496502
21.74987535316381,0.17276022588248316,0.0,9.69,0,0.585,5.7047996349191985,53.97966109632303,2.381091004374996,6,391,19.2,396.89138221821366,12.001232403630626
13.952935716615128,0.12013368639035701,0.0,27.74,0,0.609,6.139217031292877,101.63139019721271,1.8817941565744405,4,711,20.1,390.44566542251096,18.076138474012975
13.6,0.106,0.0,27.74,0,0.609,5.983,98.8,1.868,4,711,20.1,390.109,18.07
13.621547162744521,0.10577904496196924,0.0,27.74,0,0.609,5.9744206874636845,98.93233215276129,1.8638182110896302,4,711,20.1,390.0202888188272,18.171223605508846
13.6,0.106,0.0,27.74,0,0.609,5.983,98.8,1.868,4,711,20.1,390.109,18.07
15.2,0.151,0.0,27.74,0,0.609,5.454,92.7,1.821,4,711,20.1,395.09,18.06
15.285032136271104,0.15124385961762457,0.0,27.74,0,0.609,5.457138705672783,92.93717404824272,1.8221751983635674,4,711,20.1,395.088787537474,17.981352911325068
15.225222177273835,0.15029851409194436,0.0,27.74,0,0.609,5.4566307271658845,92.83173073714474,1.8238116196930192,4,711,20.1,394.99039181358876,18.086462019433508
15.273359426429513,0.15093980628636586,0.0,27.74,0,0.609,5.447164775941931,92.53417700054486,1.8225888500222336,4,711,20.1,395.160040210254,18.011566321685223
20.1,0.111,0.0,27.74,0,0.609,5.983,83.5,2.11,4,711,20.1,396.898,13.35
20.136021707780387,0.11039231340238703,0.0,27.74,0,0.609,5.991645050667681,83.50179944181824,2.1084492508585684,4,711,20.1,396.87510858644185,13.247962468534215
20.04090813695558,0.11006425203771407,0.0,27.74,0,0.609,5.986574836828701,83.36545520785728,2.1030069835662215,4,711,20.1,396.9378865779864,13.274891674339734
20.1,0.111,0.0,27.74,0,0.609,5.983,83.5,2.11,4,711,20.1,396.898,13.35
14.385547170759963,0.0479565733752543,0.0,11.93,0,0.573,6.051656822117987,83.57651560314072,2.6847890475993528,1,273,21.0,396.898,8.033920403022142
11.785369004276232,0.04658094345434774,0.0,11.93,0,0.573,6.038470102235333,80.77029310814785,2.5017874408885743,1,273,21.0,396.9131047559658,7.878063292817403
11.88436839410998,0.04714906134018329,0.0,11.93,0,0.573,6.045648972072247,80.69009491653664,2.49810526275242,1,273,21.0,396.8574139312849,7.847180351412835
13.524501508970081,0.048988632357304565,0.0,11.93,0,0.573,6.090189096709775,81.24336836885327,2.515176109672156,1,273,21.0,396.898,8.825533208745128
20.6,0.045,0.0,11.93,0,0.573,6.12,76.7,2.287,1,273,21.0,396.898,9.08
20.47247474161206,0.04539794934333144,0.0,11.93,0,0.573,6.122715308098264,76.70732901616945,2.285130916161573,1,273,21.0,396.93896338674216,9.042469937477453
20.497028263806623,0.04481116254177382,0.0,11.93,0,0.573,6.122509675288746,76.65316457427119,2.2898324572305295,1,273,21.0,396.8445531963717,9.078108154015062
15.219775800201365,0.04522172368418715,0.0,11.93,0,0.573,6.196918814378808,79.63577559848055,2.3309429459748983,1,273,21.0,396.898,9.251890114899751
22.0,0.11,0.0,11.93,0,0.573,6.794,89.3,2.389,1,273,21.0,393.449,6.48
21.981513808239196,0.10919788180457984,0.0,11.93,0,0.573,6.794766288297219,89.49126071854394,2.388550304152373,1,273,21.0,393.44173161927745,6.49364589188906
22.988727201687304,0.11518247388543847,0.0,11.93,0,0.573,6.9060705129693964,90.49848915334294,2.3961567787838884,1,273,21.0,395.30049808485916,6.8114709662448325
22.10706464793252,0.1098646016878957,0.0,11.93,0,0.573,6.789608249801038,89.4295075444595,2.396788336852543,1,273,21.0,393.4796317095976,6.495889715402798
23.860420154695326,0.060637767306438314,0.0,11.93,0,0.573,6.988404296414744,91.1040167198953,2.163676406368972,1,273,21.0,396.8835193047637,5.666969465237845
23.353390027391004,0.06664555291930344,0.0,11.93,0,0.573,7.044332537897246,91.65534138617949,2.3119689772412375,1,273,21.0,399.353392272614,6.029905029885007
23.9,0.061,0.0,11.93,0,0.573,6.976,91.0,2.167,1,273,21.0,396.898,5.64
23.925893332955482,0.06221089751554688,0.0,11.93,0,0.573,6.976648436434684,91.11608022144476,2.17111350329917,1,273,21.0,396.86572712299534,5.577844979166318
20.850691068518127,12.111790362176128,0.0,18.1,0,0.6139495163426409,5.653564617114981,87.4796860536594,1.9605827621356122,24,666,20.2,291.52127479485256,14.270435102085338
20.883407296881494,11.982415443750734,0.0,18.1,0,0.615762384367179,5.653345028872745,87.71036265822787,1.9506691149896518,24,666,20.2,291.2986483146371,14.036719732095445
20.81305029638188,12.000062701870059,0.0,18.1,0,0.6138684495382625,5.652149957527441,87.74785127788178,1.949079240380411,24,666,20.2,291.24684528875673,14.110023609186795
20.830907522270824,12.038592149393496,0.0,18.1,0,0.6136199655182274,5.641417052355022,87.5519040559236,1.9454190405095682,24,666,20.2,291.5566184160676,14.060938681577204
13.308607803949172,6.394139543808318,0.0,18.1,0,0.5839615794228932,6.150670448072212,97.37792397310615,2.2016933747475753,24,666,20.2,303.2727468111486,24.11237882038266
13.3,6.393,0.0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1
13.3,6.393,0.0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1
13.407666690995354,6.377677125130585,0.0,18.1,0,0.5847448813693512,6.165167218181442,97.34563565761155,2.193110045652524,24,666,20.2,302.58375750909227,24.06331973004518
14.931760439474223,7.802374435046425,0.0,18.1,0,0.712958182929922,6.298841977412996,83.73251573422297,2.785943232627745,24,666,20.2,272.0411819283916,16.279518927893808
14.82974706561776,7.669958987915186,0.0,18.1,0,0.7105205957947247,6.293114336174067,83.67400568335997,2.794670208244845,24,666,20.2,271.62036058082083,16.157380740777356
14.980312641014704,7.773986321563704,0.0,18.1,0,0.7125587085605712,6.317061845417581,83.66077916769558,2.7784581544617386,24,666,20.2,272.0922646072947,16.112166843407486
14.910474530016735,7.834090425202931,0.0,18.1,0,0.7117461431342332,6.309073275571343,83.78387355073752,2.774977838560652,24,666,20.2,272.8708782746497,16.080113383190312
16.426709051274447,4.713336753182584,0.0,18.1,0,0.7123971069974523,6.697028772722579,90.09870088871196,2.6032108661504756,24,666,20.2,255.852908050124,16.320667241684074
15.606275298060192,7.454420692590258,0.0,18.1,0,0.713,6.876110748479119,95.93451938601184,2.772627320916955,24,666,20.2,268.1860413537699,16.5857537887094
15.954487252641673,7.320813243981908,0.0,18.1,0,0.713,6.962877876587556,90.90591025743169,2.7126470848900213,24,666,20.2,260.42334136047435,16.537004284064334
15.623132264811938,6.774572525755216,0.0,18.1,0,0.713,7.055422516331857,91.66479858449958,2.767808347692186,24,666,20.2,265.9089578655942,16.44992331673497
19.115130118096886,4.311407762965329,0.0,18.1,0,0.5827194428891759,6.0034293542623205,94.57372973843647,2.5418859970511023,24,666,20.2,332.4356039103442,21.170954190109214
19.1,4.422,0.0,18.1,0,0.584,6.003,94.5,2.54,24,666,20.2,331.289,21.32
19.073279188617775,4.312828617409473,0.0,18.1,0,0.5825855187898499,6.001661334679568,94.51198237190637,2.5313980606491393,24,666,20.2,331.1179764271555,21.508938083325393
19.079826514835336,4.452686929011622,0.0,18.1,0,0.5850469963466556,5.999026744777325,94.61941976374213,2.5384365652342544,24,666,20.2,331.34941032352384,21.196522696165655
18.458275865944707,5.5215850032277976,0.0,18.1,0,0.7397398542190675,6.225798414269285,99.76517682438711,1.9997970439438424,24,666,20.2,395.40535605149097,16.645667498537456
18.36320503494295,5.7956558807279634,0.0,18.1,0,0.7425875515399897,6.2031345043778146,100.09645079000343,2.0213283697208566,24,666,20.2,395.54935123920075,16.543546464964535
18.43968560926514,5.680607645447326,0.0,18.1,0,0.7390426598409592,6.2177539632961825,100.1577475144786,2.0082252281043362,24,666,20.2,395.70875391106443,16.60998718559027
18.436075720984253,5.731519306280969,0.0,18.1,0,0.7408412946875133,6.219392445024069,100.00110464685581,2.0184780653070904,24,666,20.2,396.03698266479245,16.652415662997473
11.979347624000727,15.136826498045325,0.0,18.1,0,0.6125589996318443,5.305499162706462,98.0525886238023,2.0775946989043788,24,666,20.2,349.44276620030746,24.904139361415673
12.989801116218828,22.60616021465077,0.0,18.1,0,0.6599156752650359,5.87162799194319,98.17091410924905,2.143683980374677,24,666,20.2,353.1982647039994,27.586465127274938
12.955323336119639,20.42091897395858,0.0,18.1,0,0.6525579417977286,6.150834312549788,97.5202921820952,2.2436757563389405,24,666,20.2,353.54566595601267,29.265087541773212
12.015193066058762,15.007352927647634,0.0,18.1,0,0.616776788448604,5.279936552527584,97.13790419898108,2.1271541397868523,24,666,20.2,349.23679647474023,24.957476724337376
13.002448591658707,9.660224052836035,0.0,18.1,0,0.6125258734172617,5.549870472273822,96.05870896460684,2.5514508722042257,24,666,20.2,355.5919640925772,23.77027360096927
13.473707855247184,8.844511410988567,0.0,18.1,0,0.6057442480758373,5.47469598801884,95.86210258173237,2.667237945320695,24,666,20.2,354.2278905382223,19.18259803653338
13.865286529770858,7.865431069885709,0.0,18.1,0,0.5833682880712384,5.4286410699836605,95.34532918182009,2.425149237189735,24,666,20.2,352.8979404335008,18.19799955297551
13.712014725605243,8.032517937217772,0.0,18.1,0,0.5846519423029608,5.434359496275646,95.81311197312608,2.4234259857537754,24,666,20.2,352.6419641042755,18.336692708593034
14.68182773657092,10.337854575466002,0.0,18.1,0,0.6150000529397583,6.184365334925165,96.96578323544018,2.164138982980301,24,666,20.2,380.0721029540232,18.107734268049555
14.6,10.233,0.0,18.1,0,0.614,6.185,96.7,2.17,24,666,20.2,379.699,18.03
14.570998668649477,10.073521211531803,0.0,18.1,0,0.6129870245397212,6.185695864262761,96.68982364799609,2.1713373061016545,24,666,20.2,380.0634412634063,17.955837778266496
14.547118965783973,10.364131971773334,0.0,18.1,0,0.612968605276098,6.194688882632311,96.66277275653108,2.1709958356892955,24,666,20.2,379.669100407639,18.078096901749213
14.855519323936866,6.728814755744051,0.0,18.1,0,0.7149789602067314,7.191221290372066,98.675314977998,2.3851214416855715,24,666,20.2,356.25672605309524,17.8146438554122
15.156224007885143,5.442329003459195,0.0,18.1,0,0.7112138969540928,6.649075039820887,98.71845953977183,2.3344009628410665,24,666,20.2,355.17187577826195,17.788714843875972
15.189392690630877,5.463832850946587,0.0,18.1,0,0.7135246105485935,6.63994849468508,98.2039283797599,2.357575422998573,24,666,20.2,355.17358862247454,17.59627467145334
15.241161752855938,5.421733651375701,0.0,18.1,0,0.7104807243141309,6.650136297318248,98.51390513128207,2.3879737514135884,24,666,20.2,355.27334729370904,17.73895925923315
16.16250195600072,5.032058884759063,0.0,18.1,0,0.713100415145805,6.298017445179924,91.80106004326369,2.3538776580931695,24,666,20.2,384.4693582483011,17.160937640833577
16.08775878153874,5.203050644461125,0.0,18.1,0,0.7118015924023408,6.311277661557103,92.03952303377291,2.3868298298405164,24,666,20.2,385.4693595643811,17.312477022407343
16.057595471288273,5.192567184022361,0.0,18.1,0,0.7143453567152183,6.303409333999479,91.23935021813368,2.3746315632277217,24,666,20.2,385.0665436371377,17.410278483018445
16.08176129556658,5.048401389843246,0.0,18.1,0,0.7120475368838249,6.293808585194326,92.12713034622627,2.364424746124203,24,666,20.2,384.91039333684705,17.26398479690644
16.701828669779175,4.7823399940058025,0.0,18.1,0,0.6147163865829849,6.49806947657714,93.35823892296384,2.3080466362149243,24,666,20.2,396.3566505290762,18.560559729433866
16.703303271048384,4.882519765475971,0.0,18.1,0,0.6137170427091821,6.477694182546895,93.79474333566459,2.3238743967636193,24,666,20.2,396.2612536599637,18.615981960880024
16.7,4.871,0.0,18.1,0,0.614,6.484,93.6,2.305,24,666,20.2,396.209,18.68
16.840765368626986,4.882789262593507,0.0,18.1,0,0.6156393909965918,6.493593209821967,93.4015351425165,2.303718255113367,24,666,20.2,395.59997607325624,18.684358764379628
17.699717826926722,3.8563857940487942,0.0,18.1,0,0.7174614724812802,6.385110518170445,88.27651990987256,2.5613726469483287,24,666,20.2,391.7418468381324,14.623442513194417
17.688283120017623,3.6999577258027188,0.0,18.1,0,0.7129854085637507,6.356368004872386,88.32095249143336,2.5508465264820166,24,666,20.2,391.75339239532406,14.721066538893236
17.657454898764605,3.780188347093949,0.0,18.1,0,0.7129602277959445,6.377936303698948,88.71084824514178,2.5558556906207777,24,666,20.2,390.5436324567356,14.667407585535843
17.67160172562757,3.6552070478429872,0.0,18.1,0,0.7115715698559004,6.377727718549138,88.41260429273467,2.5594561900782593,24,666,20.2,391.89085639016025,14.5439030744327
19.0534842310205,5.5559100167437325,0.0,18.1,0,0.5832954056153686,6.113351838606336,79.88883768192517,3.5377905598783443,24,666,20.2,392.5049762232684,14.909742588461269
19.002274022363736,5.707323259508731,0.0,18.1,0,0.5822315200369451,6.121863089262544,79.91534711778841,3.540336109265504,24,666,20.2,393.40395538975224,14.949848453258896
19.037902082837757,5.685114009510233,0.0,18.1,0,0.5832452684197587,6.1178822771467685,79.50500601801136,3.5577235239158647,24,666,20.2,393.1021517218306,15.012083520356903
19.001538772165272,5.750223974152997,0.0,18.1,0,0.5819352193734407,6.12442362271694,79.79804308381192,3.555363561945514,24,666,20.2,393.40547317288645,15.036102599075928
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
19.037017695644668,15.542022420589708,0.0,18.1,0,0.5803952682627814,5.930100442772969,70.24118568506104,2.9200750857201796,24,666,20.2,368.75150958792494,18.178716888768157
19.168001153956535,15.605134796926794,0.0,18.1,0,0.5803027291482242,5.942766221961633,71.00098727525946,2.9135468253178227,24,666,20.2,369.15613942507895,18.072574140623693
19.57525605518967,4.125617082281751,0.0,18.1,0,0.5328819056117584,6.232996261081061,90.3495440891317,3.110755240639672,24,666,20.2,394.70625591617517,12.797370159729232
19.6,4.038,0.0,18.1,0,0.532,6.229,90.7,3.099,24,666,20.2,395.328,12.87
19.602550052137367,4.046071928202648,0.0,18.1,0,0.5308996609471481,6.2308963470648475,90.61882523267867,3.0877080854491754,24,666,20.2,395.4970534165043,12.926282263082411
19.056707631166354,4.0941521805673275,0.0,18.1,0,0.6332245881465757,6.363390057683716,91.72033695946399,3.3777894498375205,24,666,20.2,397.7539776832164,14.027530660665832
19.950340650222785,3.1110782702047133,0.0,18.1,0,0.6560046211433075,5.7685962392225125,48.409751753515366,3.0590875445910104,24,666,20.2,334.5073000571781,14.240880564146861
19.9,3.164,0.0,18.1,0,0.655,5.759,48.2,3.066,24,666,20.2,334.398,14.13
19.838186330973258,3.1171859470535677,0.0,18.1,0,0.654656020163207,5.774271634483133,47.87863547043323,3.072445474414466,24,666,20.2,334.1843362261336,14.113376618985813
19.9,3.164,0.0,18.1,0,0.655,5.759,48.2,3.066,24,666,20.2,334.398,14.13
20.134798061313642,13.014873973588676,0.0,18.1,0,0.5781872455837549,5.718508563453248,56.647297204020504,2.8258133384266775,24,666,20.2,397.26824237806875,14.893148544491305
20.05967897642197,12.9655112824001,0.0,18.1,0,0.579785804877385,5.7220577601198075,56.79424991139681,2.81554742760489,24,666,20.2,396.9163154927849,14.706569364372584
20.125828786809013,13.142976330283402,0.0,18.1,0,0.579644556040137,5.727608684980017,56.8946142901601,2.832783703031797,24,666,20.2,397.2839809413954,14.84130903407046
20.1,13.075,0.0,18.1,0,0.58,5.713,56.7,2.824,24,666,20.2,396.898,14.76
20.585116842742092,2.3620504987994826,0.0,18.1,0,0.5832354730642432,5.867740758075617,43.18602361893816,3.7161732005687194,24,666,20.2,370.44574290641435,13.47185184879782
20.64146965936998,2.2414465565822046,0.0,18.1,0,0.583967431901592,5.8700523382485486,42.09306103732836,3.7230278747843584,24,666,20.2,371.0100678310068,13.381205896309616
20.6,2.379,0.0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.729,13.34
20.610876592758594,2.485652755188623,0.0,18.1,0,0.5836106269301884,5.875565618016422,42.32934650579449,3.740362321995417,24,666,20.2,370.64539369516757,13.26085902793461
20.33639355295279,4.774998276024516,0.0,18.1,0,0.5829016083147704,5.915062969654767,53.47132067433235,3.172186541065313,24,666,20.2,387.6080181275284,11.363803383167202
20.76110476054347,5.485678162253652,0.0,18.1,0,0.583,6.191387312711523,53.77438541334659,3.4370130905974525,24,666,20.2,388.61647374644986,11.650993687213074
20.733199050586446,4.8488876091864315,0.0,18.1,0,0.5847010722794185,5.8996340484383,53.36969728939403,3.1525714028678475,24,666,20.2,388.2029046141936,11.478659009512828
20.65255423603077,4.76637200082408,0.0,18.1,0,0.582102998617519,5.929058856839334,53.24368528881011,3.1530958440729187,24,666,20.2,388.59388385971465,11.456579751655237
21.22870540736686,3.6831186829140727,0.0,18.1,0,0.5837356103413923,6.313340828409583,51.737836043737595,3.9999852272232044,24,666,20.2,388.67309913731816,10.45690375399477
21.16631190893357,3.6189189089491527,0.0,18.1,0,0.5835486702805023,6.317871640183686,51.89608057075076,4.007813934815972,24,666,20.2,388.47225568059577,10.756414308400908
20.933089685753032,3.700723233398449,0.0,18.1,0,0.583,6.524781037584804,53.108289277158136,4.335988095487801,24,666,20.2,388.7932153922005,11.320060607919572
21.2,3.674,0.0,18.1,0,0.583,6.312,51.9,3.992,24,666,20.2,388.619,10.58
21.437036423442404,7.882814153819051,0.0,18.1,0,0.6531156468681748,6.20280761113034,65.05485459947249,2.94463229530809,24,666,20.2,397.4811713299267,13.182576570736678
21.381759975947787,7.850465961833827,0.0,18.1,0,0.6555854846787476,6.2075310171330464,65.23470241096656,2.988393744132867,24,666,20.2,396.6606826315554,13.230380772905326
21.419879689189038,7.89028790917091,0.0,18.1,0,0.6523090912512084,6.213038696759515,65.43922983311333,2.9677119229908673,24,666,20.2,396.98542992142484,13.17737208168718
21.420181241180867,7.870414819064512,0.0,18.1,0,0.6546210708876747,6.203755924800493,65.45311956907443,2.9713778867586984,24,666,20.2,396.35387013345047,13.200334825737912
21.981867281755807,2.9332751676949615,0.0,18.1,0,0.5327039107538126,5.754850267442702,40.6479011790906,4.10722008783716,24,666,20.2,393.54058348987616,10.444226453999356
21.828586869611055,2.9508468570768502,0.0,18.1,0,0.531408976842517,5.766758144490684,39.90285905572691,4.113812464721694,24,666,20.2,392.7145836815161,10.523797883792433
21.853367683603572,2.8318664289014324,0.0,18.1,0,0.532492853057872,5.755322538695975,40.4861290116675,4.093017782931436,24,666,20.2,393.4422540337371,10.552222450897224
21.8,2.818,0.0,18.1,0,0.532,5.762,40.3,4.098,24,666,20.2,392.92,10.42
23.0,5.824,0.0,18.1,0,0.532,6.242,64.7,3.424,24,666,20.2,396.898,10.74
23.0,5.824,0.0,18.1,0,0.532,6.242,64.7,3.424,24,666,20.2,396.898,10.74
23.054547217796195,5.906992937103078,0.0,18.1,0,0.5321293746148944,6.231624364974329,64.0676748060965,3.4297829262392345,24,666,20.2,397.5843499623706,10.714236679637798
22.943310609432285,5.849977509138964,0.0,18.1,0,0.5290244725452408,6.240143951830747,65.03214459600632,3.4322663167433385,24,666,20.2,397.437854978579,10.746437777671401
23.2,3.569,0.0,18.1,0,0.58,6.437,75.0,2.896,24,666,20.2,393.369,14.36
23.344574843987164,3.5908351463213175,0.0,18.1,0,0.5806006847924245,6.446352877223126,75.166669780141,2.8952729752047044,24,666,20.2,392.8357456068532,14.4149925106469
23.22792385399833,3.567276021454062,0.0,18.1,0,0.5772067413935792,6.437748044508052,74.84725076962364,2.8831276135886066,24,666,20.2,393.4245523568496,14.35668495024036
23.18807042842412,3.540268090824535,0.0,18.1,0,0.5817522472786376,6.432064346235259,74.0987912507977,2.8856589601451255,24,666,20.2,393.21280318379655,14.427130557197687
24.943209037735695,5.742826721469077,0.0,18.1,0,0.5317801544954511,7.053767106692877,76.46633079533237,3.406140390545674,24,666,20.2,394.734364132482,6.915340892962534
24.90510944881437,5.655317984101983,0.0,18.1,0,0.5327021258447197,7.053766961016736,76.84617363981528,3.41586474436043,24,666,20.2,394.775537840983,7.19316078246788
25.0,5.731,0.0,18.1,0,0.532,7.061,77.0,3.411,24,666,20.2,395.279,7.01
25.037973232722482,5.753387376821998,0.0,18.1,0,0.5341696635393698,7.062971484496432,77.15178265198522,3.397096679748132,24,666,20.2,396.1533482346499,7.218992630620961
29.616768936669732,4.611897377800372,0.0,18.1,0,0.6149929433424811,6.9700751689190685,68.34328938703116,2.5155579323332766,24,666,20.2,374.73980870353864,11.568395280288577
29.8601713812527,4.634804477053737,0.0,18.1,0,0.613235283501806,6.985482645918674,67.8177470525995,2.533554769447759,24,666,20.2,374.64455537309436,11.643523449120556
29.8,4.647,0.0,18.1,0,0.614,6.98,67.6,2.533,24,666,20.2,374.68,11.66
29.87626576958132,4.656421840250954,0.0,18.1,0,0.613210673254986,6.980591647042315,67.4959494212492,2.5168483305947387,24,666,20.2,375.4051144706625,11.712718308442232
