Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
160356,2016,03/23/2017,Fairfield,81 OLDFIELD DRIVE,345100.0,520000.0,0.663653846,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.26011 41.13301)
160358,2016,04/13/2017,Wallingford,2 BRIAN RD,154100.0,100000.0,1.541,Single Family,Single Family,08 - Part Interest,NaN,NaN,NaN
160359,2016,01/31/2017,Hamden,42 THORNTON ST,205800.0,350000.0,0.588,Single Family,Single Family,NaN,ENTERED OUT OF ORDER,NaN,NaN
160388,2016,07/31/2017,Cheshire,185 CHIPMAN ST,230150.0,278000.0,0.827877698,Single Family,Single Family,NaN,NaN,NaN,NaN
160389,2016,06/30/2017,Naugatuck,5 BRIDLE TRAIL,157500.0,255000.0,0.617647059,Single Family,Single Family,07 - Change in Property,IMPROVED,NaN,NaN
160391,2016,06/12/2017,Branford,10 PARTRIDGE LA,460200.0,650000.0,0.708,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.78287 41.30763)
160401,2016,02/21/2017,Danbury,8 ROSE LA #26-16,96300.0,145000.0,0.664137931,Condo,Condo,NaN,I09022-134,NaN,NaN
160414,2016,03/29/2017,Meriden,81 CASS ST,75250.0,115000.0,0.654347826,Single Family,Single Family,NaN,NaN,NaN,NaN
160416,2016,12/12/2016,Stamford,19 FREDERICK STREET,148430.0,183741.0,0.80782188,NaN,NaN,16 - Charitable Group,SALE FROM CHARITABLE GROUP,NaN,NaN
160426,2016,07/24/2017,Naugatuck,8 GABY DRIVE,142780.0,199000.0,0.717487437,Condo,Condo,NaN,ARMS LENGTH,NaN,NaN
160429,2016,12/21/2016,Bridgeport,533 GREGORY ST,172740.0,35000.0,4.935428571,Four Family,Four Family,14 - Foreclosure,NaN,NaN,NaN
160432,2016,03/31/2017,Bristol,116 WOODLAND S,111230.0,191500.0,0.580835509,Single Family,Single Family,NaN,NaN,NaN,NaN
160437,2016,12/22/2016,Bridgeport,12 GLENVALE CIR,143300.0,150000.0,0.955333333,Single Family,Single Family,NaN,NaN,NaN,NaN
160440,2016,03/30/2017,Greenwich,320 SOUND BEACH AVE,1262450.0,1989000.0,0.634715938,Single Family,Single Family,NaN,NaN,NaN,NaN
160444,2016,09/05/2017,Simsbury,11 SUNRISE TERRACE,127750.0,235000.0,0.543617021,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.81919 41.84416)
160445,2016,07/07/2017,Branford,11D COMMONS,75100.0,79000.0,0.950632911,Condo,Condo,25 - Other,GRANTEE OWNS MANY UNITS IN COMPLEX,NaN,NaN
160447,2016,03/31/2017,Greenwich,75 RICHLAND RD #2,455980.0,749900.0,0.608054407,Condo,Condo,NaN,NaN,NaN,NaN
160455,2016,03/13/2017,Hamden,19 NORMAN RD,138880.0,185000.0,0.750702703,Single Family,Single Family,18 - In Lieu Of Foreclosure,IN LIEU OF FORECLOSURE,NaN,NaN
160456,2016,04/25/2017,Fairfield,151 CHERRY LANE,1450680.0,2275000.0,0.637661538,Single Family,Single Family,NaN,NaN,NaN,NaN
160457,2016,08/03/2017,Naugatuck,63 CELENTANO DRIVE,99740.0,95160.0,1.048129466,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE COMITTEE DEED,NaN,NaN
160461,2016,06/21/2017,South Windsor,188 PEPIN PL,0.0,206220.0,0.0,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION -PUD,NaN,NaN
160489,2016,03/29/2017,Danbury,52 STETSON PL,159100.0,228000.0,0.697807018,Condo,Condo,NaN,G07037-52,NaN,NaN
160491,2016,06/12/2017,Wallingford,8 SIGWIN CIR,51400.0,38000.0,1.352631579,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
160495,2016,04/24/2017,Greenwich,32 BISHOP DRIVE SOUTH,471240.0,639500.0,0.736888194,Single Family,Single Family,NaN,NaN,NaN,NaN
160520,2016,04/10/2017,Danbury,136 PEMBROKE RD #10-88 & GARAG,137500.0,198000.0,0.694444444,Condo,Condo,25 - Other,2 PARCELS TOGETHER / G05015-18 & 117,NaN,NaN
160525,2016,06/26/2017,West Haven,79 WARNER AVE,122570.0,200000.0,0.61285,Single Family,Single Family,NaN,NaN,NaN,NaN
160529,2016,04/07/2017,Hamden,145 HEATHRIDGE RD,133350.0,207000.0,0.644202899,Single Family,Single Family,NaN,NaN,NaN,NaN
160529,2016,07/31/2017,Glastonbury,191 MAIN ST,457500.0,714000.0,0.640756303,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.60585 41.64193)
160535,2016,04/11/2017,New Britain,88 MERIGOLD ST,71680.0,86000.0,0.833488372,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
160543,2016,05/31/2017,Killingly,82 LAUREL DR,127050.0,237500.0,0.534947368,Single Family,Single Family,NaN,NaN,NaN,NaN
160544,2016,01/17/2017,Bridgeport,163 FEDERAL ST,111120.0,229900.0,0.483340583,NaN,NaN,NaN,NaN,NaN,NaN
160546,2016,03/03/2017,Waterbury,82 MOUNT CARMEL AVE,73910.0,114400.0,0.646066434,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.06283 41.52972)
160556,2016,05/22/2017,Meriden,69 NEW HANOVER AVE,103320.0,65000.0,1.589538462,Three Family,Three Family,25 - Other,REO,NaN,NaN
160556,2016,08/02/2017,Glastonbury,73 WOODBRIDGE RD,121500.0,140000.0,0.867857143,Single Family,Single Family,25 - Other,NO MLS - PROBABLE FLIP,NaN,NaN
160566,2016,01/18/2017,Bridgeport,316 PRISCILLA ST,118580.0,146000.0,0.812191781,Two Family,Two Family,14 - Foreclosure,NaN,NaN,POINT (-73.17217 41.21141)
160576,2016,04/24/2017,Hamden,95 CHESTER ST,109550.0,135000.0,0.811481481,Single Family,Single Family,14 - Foreclosure,FORECLOSURE BY SALE,NaN,POINT (-72.93466 41.35666)
160601,2016,05/04/2017,Danbury,39 DANA RD,159100.0,255000.0,0.623921569,Single Family,Single Family,NaN,F06038,NaN,POINT (-73.48317 41.43707)
160618,2016,06/16/2017,Fairfield,100 FLOWER HOUSE DRIVE,468580.0,775000.0,0.604619355,Single Family,Single Family,NaN,NaN,NaN,NaN
160635,2016,05/16/2017,Danbury,30 DAVIS ST,140300.0,150000.0,0.935333333,Single Family,Single Family,NaN,G13155,NaN,POINT (-73.46863 41.39845)
160640,2016,06/15/2017,Greenwich,38 SHADY LANE,539070.0,730000.0,0.738452055,Single Family,Single Family,25 - Other,estate,NaN,POINT (-73.67283 41.036)
160695,2016,07/18/2017,Meriden,19 SUMMER PL,61320.0,32000.0,1.91625,Single Family,Single Family,NaN,NaN,NaN,NaN
160702,2016,06/30/2017,Greenwich,19 PUTNAM PARK,59120250.0,325000.0,181.9084615,NaN,NaN,08 - Part Interest,NaN,NaN,POINT (-73.62213 41.03319)
160714,2016,06/05/2017,Danbury,183 MIDDLE RIVER RD,218200.0,350000.0,0.623428571,Single Family,Single Family,NaN,C09031,NaN,NaN
160717,2016,07/24/2017,Meriden,117 HICKS ST,118090.0,150800.0,0.783090186,Three Family,Three Family,NaN,NaN,NaN,NaN
160723,2016,02/22/2017,Stamford,91 LITTLE HILL DRIVE,317390.0,505000.0,0.62849505,Single Family,Single Family,NaN,NaN,NaN,NaN
160724,2016,07/12/2017,Bristol,489 WOLCOTT ST UN124,81480.0,132000.0,0.617272727,Condo,Condo,NaN,NaN,NaN,NaN
160727,2016,06/01/2017,Hamden,3711 WHITNEY AVE U3,101750.0,175000.0,0.581428571,Condo,Condo,NaN,NaN,NaN,NaN
160732,2016,06/12/2017,Danbury,5 CRESCENT DR,126300.0,217500.0,0.580689655,Single Family,Single Family,NaN,H15189,NaN,POINT (-73.46172 41.38745)
160743,2016,07/06/2017,Fairfield,54 LONGVIEW AVENUE,172550.0,235000.0,0.734255319,Single Family,Single Family,NaN,NaN,NaN,NaN
160758,2016,06/30/2017,New Britain,130 EMILY DR,77000.0,52000.0,1.480769231,Single Family,Single Family,25 - Other,SALE PRICE IS NOT REFLECTIVE OF MARKET VALUE FOR THIS TYPE OF PROPERTY,NaN,NaN
160761,2016,03/01/2017,Bridgeport,214 ANTON DR,112970.0,149000.0,0.758187919,Single Family,Single Family,NaN,NaN,NaN,NaN
160793,2016,07/13/2017,New Britain,290 COUNTRY CLUB RD,78190.0,137000.0,0.570729927,Single Family,Single Family,NaN,NaN,NaN,NaN
160796,2016,07/26/2017,Greenwich,54 GREENWICH HILLS DRIVE,562940.0,347500.0,1.619971223,Condo,Condo,06 - Portion of Property,NaN,NaN,NaN
160815,2016,04/20/2017,Norwalk,50 WEST ROCKS RD,275550.0,530000.0,0.51990566,Single Family,Single Family,NaN,NaN,NaN,NaN
160826,2016,08/29/2017,Meriden,1371 EAST MAIN ST,1022000.0,1610000.0,0.634782609,NaN,NaN,NaN,NaN,NaN,NaN
160828,2016,08/01/2017,Greenwich,15 ANGELUS DR,409570.0,828000.0,0.494649758,Single Family,Single Family,25 - Other,Estate,NaN,POINT (-73.66541 41.0397)
160833,2016,07/11/2017,Danbury,27 CROWS NEST LA #20H,121900.0,176500.0,0.690651558,Condo,Condo,NaN,L15008-215,NaN,NaN
160834,2016,07/03/2017,Stratford,14 CLARENDON ST,167720.0,250000.0,0.67088,Single Family,Single Family,NaN,NaN,NaN,NaN
160844,2016,07/28/2017,New Britain,73 CHILDS ST,71400.0,120000.0,0.595,Single Family,Single Family,NaN,NaN,NaN,NaN
160887,2016,07/07/2017,Hamden,64 INGLESIDE DR,136640.0,235000.0,0.581446809,Single Family,Single Family,NaN,NaN,NaN,NaN
160900,2016,07/26/2017,Danbury,7 EZRA RD,131300.0,225000.0,0.583555556,Single Family,Single Family,NaN,H10112,NaN,NaN
160904,2016,09/05/2017,Bristol,84 ROSEMONT AVE,86030.0,115000.0,0.748086957,Single Family,Single Family,NaN,NaN,NaN,NaN
160962,2016,08/08/2017,Danbury,12 CATHERINE ST,137800.0,280000.0,0.492142857,Single Family,Single Family,NaN,H11041,NaN,NaN
160981,2016,04/10/2017,Bridgeport,150 WOODROW AVE,104200.0,100000.0,1.042,Single Family,Single Family,NaN,NaN,NaN,NaN
160983,2016,06/13/2017,Middletown,161 CYNTHIA LA #A-3,73060.0,101000.0,0.723366337,Condo,Condo,NaN,NaN,NaN,NaN
160998,2016,08/03/2017,Hamden,483 PINE ROCK AVE,95760.0,139000.0,0.688920863,Single Family,Single Family,NaN,NaN,NaN,NaN
161029,2016,08/18/2017,Hamden,37 MATTES RD,181370.0,320000.0,0.56678125,Single Family,Single Family,NaN,NaN,NaN,NaN
161046,2016,09/27/2017,Fairfield,575 COMMERCE DRIVE,486990.0,665100.0,0.732205683,NaN,NaN,NaN,NaN,NaN,NaN
161048,2016,08/31/2017,Danbury,1 COUNTRY VIEW RD,400500.0,576000.0,0.6953125,Condo,Condo,NaN,B15002-137,NaN,POINT (-73.52744 41.38915)
161049,2016,06/16/2017,Norwalk,11 WINTHROP AVE,345080.0,460000.0,0.750173913,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.40341 41.11497)
161053,2016,07/12/2017,Middletown,140 TROLLEY CROSSING LA,61500.0,52000.0,1.182692308,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
161063,2016,06/19/2017,Norwalk,19 1/2 COTTAGE ST,185140.0,288900.0,0.640844583,Single Family,Single Family,NaN,NaN,NaN,NaN
161101,2016,11/01/2016,Killingly,34 HUTCHINS ST,73500.0,100000.0,0.735,Single Family,Single Family,NaN,NaN,NaN,POINT (-71.88036 41.80978)
162195,2016,03/31/2017,Shelton,309 ASPETUCK TRL,203560.0,315000.0,0.646222222,Condo,Condo,NaN,ASPETUCK VILLAGE,NaN,POINT (-73.12757 41.2982)
167295,2016,06/09/2017,Bridgeport,350 GROVERS AVE #4B,113220.0,180000.0,0.629,Condo,Condo,NaN,NaN,NaN,NaN
167572,2016,07/31/2017,Bridgeport,786 MAPLEWOOD AVE,86690.0,66000.0,1.313484848,Two Family,Two Family,14 - Foreclosure,NaN,NaN,NaN
167621,2016,08/04/2017,Bridgeport,72 NORMAN ST,85620.0,100000.0,0.8562,Single Family,Single Family,01 - Family,NaN,NaN,NaN
167629,2016,08/07/2017,Bridgeport,744 STILLMAN ST,37060.0,22000.0,1.684545455,NaN,NaN,25 - Other,BELOW MARKET VALUE,NaN,NaN
167739,2016,08/28/2017,Bridgeport,398 QUEEN ST,90220.0,155000.0,0.582064516,Single Family,Single Family,NaN,NaN,NaN,NaN
167916,2016,09/26/2017,Bridgeport,475 LOGAN ST,137350.0,190000.0,0.722894737,Three Family,Three Family,25 - Other,BELOW MARKET VALUE,NaN,NaN
900003,2009,10/16/2009,Sharon,34 AMENIA UNION RD,620400.0,615000.0,1.008780488,Single Family,Single Family,NaN,NaN,NaN,NaN
900096,2009,12/01/2009,West Haven,242 SECOND AVE,213640.0,230000.0,0.928869565,Two Family,Two Family,18 - In Lieu Of Foreclosure,IN LIEU OF FORECLOSER,NaN,POINT (-72.93684 41.2693)
900120,2009,12/17/2009,Farmington,1-L TALCOTT FOREST RD,131530.0,196000.0,0.671071429,Condo,Condo,NaN,NaN,NaN,NaN
900125,2009,02/03/2010,Westport,31 OWENOKE PK,3724200.0,100000.0,37.242,Single Family,Single Family,01 - Family,FAMILY SALE,NaN,NaN
900143,2009,02/09/2010,Wethersfield,31 CEDAR ST,163800.0,215000.0,0.761860465,Single Family,Single Family,NaN,NaN,NaN,NaN
900151,2009,03/25/2010,Guilford,1000 OLD NEW ENGLAND RD,252000.0,400000.0,0.63,Single Family,Single Family,18 - In Lieu Of Foreclosure,N/U 28,NaN,NaN
900182,2009,04/01/2010,South Windsor,25-I AMATO DR,87170.0,92000.0,0.9475,Condo,Condo,NaN,"ADDRESS IS ALPHA LETTER ""I"" FOR 25-I",NaN,NaN
900195,2009,04/23/2010,Wethersfield,89 WESTWOOD DR,178500.0,265000.0,0.673584906,Single Family,Single Family,NaN,NaN,NaN,NaN
900201,2009,04/16/2010,South Windsor,56 FRAZER FIR RD,44350.0,527000.0,0.084155598,Single Family,Single Family,07 - Change in Property,NaN,NaN,NaN
900212,2009,12/07/2009,Newington,184 HUNTERS LANE,158550.0,223000.0,0.710986547,Condo,Condo,NaN,NaN,NaN,NaN
900270,2009,06/21/2010,Wethersfield,17 GREENFIELD ST,123200.0,155000.0,0.79483871,Single Family,Single Family,NaN,NaN,NaN,NaN
900941,2009,03/12/2010,West Haven,155 BULLL HILL LA #215,35210.0,57500.0,0.612347826,Condo,Condo,NaN,NaN,NaN,NaN
900999,2009,04/28/2010,West Haven,255 CENTER ST,272860.0,42000.0,6.496666667,NaN,NaN,19 - Easement,taking away right of way,NaN,NaN
901072,2009,06/09/2010,West Haven,322 ELM ST,209860.0,114000.0,1.840877193,Three Family,Three Family,08 - Part Interest,NaN,NaN,NaN
1200057,2012,11/09/2012,East Haven,178 KIMBERLY AVE,106000.0,135000.0,0.785185185,Single Family,Single Family,NaN,NaN,NaN,NaN
1200083,2012,05/01/2013,Weston,43 STONEHENGE ROAD,637100.0,932500.0,0.683217158,Single Family,Single Family,NaN,NaN,NaN,NaN
1200236,2012,06/17/2013,East Haven,28 GEORGE ST,121150.0,162000.0,0.747839506,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.86988 41.24833)
1200268,2012,07/17/2013,East Haven,25 SOUTH END RD,169380.0,100000.0,1.6938,Two Family,Two Family,14 - Foreclosure,NaN,NaN,NaN
1300021,2013,10/16/2013,East Haven,54 PARK ST,118780.0,184000.0,0.645543478,Single Family,Single Family,NaN,NaN,NaN,NaN
1300035,2013,10/23/2013,Southbury,36 FLOOD BRIDGE RD,90160.0,90000.0,1.001777778,Single Family,Single Family,NaN,NaN,NaN,NaN
1300068,2013,11/21/2013,East Haven,120 STEVEN ST,116930.0,158000.0,0.740063291,Single Family,Single Family,NaN,NO SALES PRICE ON DEED,NaN,NaN
1300082,2013,11/26/2013,Southbury,87 A HERITAGE VILLAGE,49560.0,53500.0,0.92635514,Condo,Condo,NaN,NaN,NaN,NaN
1300091,2013,12/13/2013,East Haven,33 HELLSTROM RD,98750.0,123000.0,0.802845528,Single Family,Single Family,NaN,NaN,NaN,NaN
1300205,2013,04/15/2014,Southbury,998 A HERITAGE VILLAGE,112640.0,225000.0,0.500622222,Condo,Condo,NaN,NaN,NaN,NaN
1300304,2013,07/30/2014,East Haven,592 LAUREL ST,102840.0,63000.0,1.632380952,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
1300349,2013,09/05/2014,East Haven,375 THOMPSON AVE,168940.0,239900.0,0.704210088,Single Family,Single Family,NaN,NaN,NaN,NaN
1300417,2013,09/22/2014,Southbury,210 COACHMANS DR,298180.0,430000.0,0.69344186,Single Family,Single Family,NaN,NaN,NaN,NaN
1300420,2013,09/23/2014,Southbury,43 WALNUT BROOK LANE,330750.0,563000.0,0.587477798,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION  C/O 9/18/14.,NaN,NaN
1301117,2013,08/04/2014,New Haven,90 EDGEWOOD WAY,187810.0,345000.0,0.544376812,Single Family,Single Family,NaN,NaN,NaN,NaN
1301147,2013,09/05/2014,New Haven,47 LIVINGSTON STREET UNIT 2,263410.0,335000.0,0.786298507,Condo,Condo,NaN,NaN,NaN,NaN
1301177,2013,09/17/2014,New Haven,16 SHEPARD STREET,35350.0,40000.0,0.88375,Single Family,Single Family,25 - Other,BELOW MARKET,NaN,POINT (-72.92908 41.33177)
1400003,2014,10/01/2014,East Haven,541 BRADLEY ST,105690.0,138000.0,0.765869565,Single Family,Single Family,NaN,NaN,NaN,NaN
1400446,2014,09/30/2015,East Haven,100 & 140 MILL ST,11340000.0,21050000.0,0.53871734,NaN,NaN,NaN,NaN,NaN,NaN
1500012,2015,10/13/2015,Guilford,224 SQUAW LN,693940.0,947500.0,0.732390501,Single Family,Single Family,NaN,NaN,NaN,NaN
1500059,2015,11/17/2015,Guilford,337 SAW MILL RD,291310.0,420000.0,0.693595238,Single Family,Single Family,NaN,NaN,NaN,NaN
1500070,2015,12/01/2015,Guilford,DURHAM RD,111640.0,100000.0,1.1164,NaN,NaN,NaN,MAP 122 LOT 9,NaN,NaN
1500120,2015,10/22/2015,Stamford,1 BROAD STREET 16E,445530.0,675000.0,0.660044444,Condo,Condo,NaN,NaN,NaN,NaN
1500162,2015,03/16/2016,Guilford,12 WINTERBERRY RD,314870.0,450000.0,0.699711111,Single Family,Single Family,NaN,NaN,NaN,POINT (-72.71036 41.40097)
1500168,2015,10/30/2015,Stamford,91 WEST BROAD STREET # 5,301420.0,500000.0,0.60284,Condo,Condo,NaN,NaN,NaN,NaN
1500226,2015,03/29/2016,East Haven,912 FOXON RD,208670.0,95000.0,2.196526316,NaN,NaN,25 - Other,RATIO TOO HIGH,NaN,NaN
1500283,2015,11/25/2015,Stamford,79 HIGHVIEW AVENUE # E,198540.0,325000.0,0.610892308,Condo,Condo,NaN,NaN,NaN,NaN
1500357,2015,07/08/2016,East Haven,65 RUSSO AVE #J3,98010.0,116000.0,0.844913793,Condo,Condo,NaN,NaN,NaN,NaN
1500387,2015,08/15/2016,Guilford,51 LONG HILL FARMS,232860.0,203325.0,1.145260052,Condo,Condo,NaN,NaN,NaN,NaN
1500655,2015,02/19/2016,Stamford,80 PLYMOUTH ROAD,225530.0,358000.0,0.629972067,Single Family,Single Family,NaN,NaN,NaN,NaN
1500711,2015,03/08/2016,Stamford,69 EAST LANE,309510.0,545000.0,0.567908257,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.53981 41.07261)
1500712,2015,03/08/2016,Stamford,102 FOREST STREET # 102,334160.0,495926.0,0.673810206,Condo,Condo,NaN,NaN,NaN,NaN
1500766,2015,06/23/2016,Suffield,27 S STONE ST,175630.0,260000.0,0.6755,Single Family,Single Family,NaN,NaN,NaN,NaN
1500787,2015,03/28/2016,Stamford,85 CAMP AVENUE # 5E,271370.0,465000.0,0.583591398,Condo,Condo,NaN,NaN,NaN,NaN
1500801,2015,07/22/2016,Suffield,11 WHITFIELD WAY,284200.0,420000.0,0.676666667,Single Family,Single Family,NaN,NaN,NaN,NaN
1500807,2015,03/31/2016,Stamford,287 BLACKBERRY DRIVE,563590.0,847500.0,0.66500295,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.58717 41.15106)
1500845,2015,09/01/2016,Suffield,246 ALEWIFE LN,131530.0,212000.0,0.620424528,Condo,Condo,25 - Other,TO CLEAR ESTATE,NaN,NaN
1500896,2015,04/13/2016,Stamford,34 ROSE PARK AVENUE,288670.0,500000.0,0.57734,Three Family,Three Family,NaN,NaN,NaN,POINT (-73.54772 41.04931)
1501018,2015,09/26/2016,Ashford,20 VIEW POINT DR,110900.0,142000.0,0.780985915,Single Family,Single Family,12 - Non Buildable Lot,ABUTTER SALE OF PROPERTY WITH SHARED WELL + SEPTIC,NaN,POINT (-72.19712 41.93986)
1501123,2015,05/23/2016,Stamford,1 BROAD STREET # 14CD,675740.0,1282000.0,0.527098284,Condo,Condo,NaN,NaN,NaN,NaN
1501127,2015,05/26/2016,Stamford,8 WHITE FOX ROAD,365850.0,575000.0,0.63626087,Single Family,Single Family,NaN,NaN,NaN,NaN
1501330,2015,06/30/2016,Stamford,26 ISLAND HEIGHTS DRIVE,474380.0,575000.0,0.825008696,Single Family,Single Family,NaN,NaN,NaN,NaN
1501345,2015,07/01/2016,Stamford,140 FOREST STREET,332560.0,555000.0,0.599207207,Condo,Condo,NaN,NaN,NaN,NaN
1501357,2015,07/05/2016,Stamford,237 STRAWBERRY HILL AVE # 24,248700.0,365000.0,0.681369863,Condo,Condo,NaN,NaN,NaN,NaN
1501519,2015,07/29/2016,Stamford,63 CRANE ROAD NORTH,386710.0,785000.0,0.492624204,Single Family,Single Family,NaN,NaN,NaN,NaN
1501537,2015,08/01/2016,Stamford,146 KNOX ROAD,329410.0,559000.0,0.589284436,Single Family,Single Family,NaN,NaN,NaN,NaN
1501610,2015,08/12/2016,Stamford,297 HUBBARD AVENUE # 1,240700.0,369000.0,0.652303523,Condo,Condo,NaN,NaN,NaN,NaN
1501785,2015,09/09/2016,Stamford,1 STRAWBERRY HILL AVE # 186,5040.0,303000.0,0.016633663,Condo,Condo,25 - Other,MULTIPLE PARCEL SALE,NaN,POINT (-73.53332 41.06668)
1501859,2015,09/27/2016,Stamford,63 RALSEY ROAD,475780.0,765000.0,0.621934641,Single Family,Single Family,NaN,NaN,NaN,NaN
1501860,2015,09/27/2016,Stamford,47 WELLINGTON DRIVE,386780.0,670000.0,0.577283582,Single Family,Single Family,NaN,NaN,NaN,NaN
1501887,2015,09/30/2016,Stamford,15 HAMILTON AVENUE,237430.0,419000.0,0.566658711,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.52292 41.06294)
1600007,2016,10/07/2016,New Milford,5 CANNON LN,124740.0,178200.0,0.7,Single Family,Single Family,14 - Foreclosure,SOLD OUT OF FORECLOSURE,NaN,NaN
1600015,2016,10/13/2016,New Milford,119 MINE HILL RD,367010.0,512500.0,0.716117073,Single Family,Single Family,NaN,NaN,NaN,NaN
1600017,2016,10/18/2016,East Haven,5 NICHOLAS DR,126320.0,183000.0,0.690273224,Single Family,Single Family,NaN,NaN,NaN,NaN
1600094,2016,12/01/2016,New Milford,294 LITCHFIELD RD,275310.0,177500.0,1.551042254,Three Family,Three Family,14 - Foreclosure,NaN,NaN,NaN
1600123,2016,12/16/2016,New Milford,38 WALKER BROOK DR,218470.0,280000.0,0.78025,Single Family,Single Family,NaN,NaN,NaN,NaN
1600219,2016,07/12/2017,Wolcott,22 MOUTAINVIEW DR,166850.0,232500.0,0.717634409,Single Family,Single Family,14 - Foreclosure,Sale of foreclosed property,NaN,NaN
1600249,2016,03/16/2017,New Milford,120 GREEN POND RD,2520.0,5500.0,0.458181818,NaN,NaN,12 - Non Buildable Lot,NaN,NaN,NaN
1600268,2016,03/31/2017,New Milford,78 SULLIVAN FARM,168210.0,235000.0,0.715787234,Condo,Condo,NaN,NaN,NaN,NaN
1600370,2016,08/03/2017,Guilford,154 SO HOOP POLE  RD,180120.0,144800.0,1.243922652,Single Family,Single Family,25 - Other,NaN,PER MLS MARKETED AND SOLD AS LAND - RANCH HOUSE ON PROPERTY,NaN
1600377,2016,05/31/2017,New Milford,11 FARMVIEW DR,330750.0,376000.0,0.879654255,Single Family,Single Family,14 - Foreclosure,FORECLOSURE SALE,NaN,NaN
1600480,2016,07/31/2017,New Milford,2 INDIAN RIDGE RD,154770.0,235000.0,0.658595745,Single Family,Single Family,01 - Family,FAMILY TRANSFER,NaN,NaN
1600510,2016,08/15/2017,New Milford,310 WILLOW SPRINGS,91420.0,143900.0,0.635302293,Condo,Condo,NaN,NaN,NaN,NaN
1600515,2016,08/18/2017,New Milford,119 UPLAND RD,186060.0,280000.0,0.6645,Single Family,Single Family,NaN,NaN,NaN,NaN
1600570,2016,09/18/2017,New Milford,9 GLENBROOK DR,246470.0,350000.0,0.7042,Single Family,Single Family,NaN,NaN,NaN,NaN
14000045,2014,04/21/2015,Sterling,42 POND ST,68180.0,61425.0,1.10997151,Condo,Condo,14 - Foreclosure,NaN,NaN,NaN
1702,2017,10/16/2017,Morris,72 SOUTH ST,124310.0,155000.0,0.802,Single Family,Single Family,NaN,NaN,NaN,NaN
1707,2017,12/21/2017,Morris,58 PALMER RD,389220.0,630000.0,0.6178,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.22977 41.69511)
1721,2017,05/16/2018,Morris,46 PLATT FARM RD,254050.0,425000.0,0.5977,Single Family,Single Family,NaN,NaN,NaN,NaN
16032,2016,10/11/2016,Wethersfield,37 KNIGHT ST,160100.0,268000.0,0.59738806,Single Family,Single Family,NaN,NaN,NaN,NaN
16065,2016,04/24/2017,North Stonington,253 GRINDSTONE HILL,138670.0,216500.0,0.640508083,Single Family,Single Family,14 - Foreclosure,NaN,NaN,POINT (-71.85193 41.47302)
16078,2016,05/15/2017,New Hartford,46 HARRISON ROAD,185240.0,270000.0,0.686074074,Single Family,Single Family,28 - Use Assessment,NaN,NaN,NaN
16096,2016,02/02/2017,Plainfield,193 STARKWEATHER RD,69110.0,50299.0,1.373983578,Single Family,Single Family,14 - Foreclosure,NaN,NaN,NaN
16101,2016,01/24/2017,Seymour,2 DAISY DR UNIT D,111230.0,150000.0,0.741533333,Condo,Condo,NaN,NaN,NaN,POINT (-73.05039 41.41274)
16109,2016,02/24/2017,Plainfield,9 BELLAIR DR,119150.0,179900.0,0.662312396,Single Family,Single Family,NaN,NaN,NaN,POINT (-71.88092 41.72337)
16140,2016,11/23/2016,East Hartford,96 LANDERS RD.,92300.0,60000.0,1.538333333,Single Family,Single Family,25 - Other,to senior housing,NaN,NaN
16202,2016,06/22/2017,Plainfield,19 PHILLIPS ST,86560.0,149900.0,0.577451634,Single Family,Single Family,NaN,NaN,NaN,NaN
16248,2016,05/05/2017,Ridgefield,33 DOGWOOD DR,276490.0,430000.0,0.643,Single Family,Single Family,NaN,NaN,NaN,NaN
16266,2016,08/04/2017,Wilton,23 RIVER RIDGE LA,646660.0,955000.0,0.67713089,Condo,Condo,NaN,NaN,NaN,NaN
16276,2016,09/14/2017,Plainfield,54 GALLUP ST,102040.0,145500.0,0.701305842,Two Family,Two Family,NaN,NaN,NaN,NaN
16281,2016,05/23/2017,Ridgefield,39 PEACEABLE ST,870770.0,1350000.0,0.645014815,Single Family,Single Family,NaN,NaN,NaN,POINT (-73.50514 41.2763)
16285,2016,05/26/2017,Ridgefield,386 BARRACK HILL RD,295450.0,563000.0,0.524777975,Single Family,Single Family,NaN,NaN,NaN,NaN
