heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
55.17,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,4500
96.87,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.5,5000
16.72,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.0,1500
23.23,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.0,100
35.48,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.0,2500
59.72,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.5,4500
57.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.5,2500
19.14,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,3500
29.12,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,8.5,2000
21.27,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.5,3000
11.15,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,2500
95.86,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.0,4000
30.65,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,1500
22.89,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,1500
40.53,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,2000
15.81,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,1500
26.39,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.5,4200
28.85,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.5,3500
85.61,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.5,4000
17.94,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,5.0,1000
39.36,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,20.0,2000
16.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.5,1000
9.57,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.0,1000
47.96,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,9.0,3000
13.53,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.5,1500
97.72,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.5,4000
41.46,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,4500
146.02,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,18.0,5000
19.29,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,17.0,2500
26.97,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.0,4000
44.45,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,15.5,1000
25.72,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.5,2500
10.49,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,1000
17.68,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,1500
93.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.0,5000
46.75,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.5,3000
41.96,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.0,5000
87.33,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.0,4000
81.24,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.0,3000
16.55,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.0,100
5.47,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,6.0,2500
88.96,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,5000
8.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,2500
32.65,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,5000
63.1,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.5,3500
58.59,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.0,4500
15.64,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,3000
54.59,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,3500
42.71,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.0,4000
51.28,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,13.0,1500
96.24,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.5,5000
31.15,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,2500
36.26,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.5,3000
24.61,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.0,2000
105.28,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.5,5000
29.19,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,100
15.01,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,1500
30.22,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,9.5,1000
19.71,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.5,2000
85.81,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,11.0,3500
42.23,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,5000
34.21,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.5,3500
28.59,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.5,3000
63.91,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,7.5,4000
67.11,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,4000
39.35,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,4000
1.1,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.5,100
56.42,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,3000
79.01,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.0,4500
129.37,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.0,5000
67.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,14.0,3500
10.18,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,5.0,4000
15.44,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,1500
36.4,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.5,2000
71.01,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.5,3500
30.56,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,2500
8.81,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.0,1000
26.69,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,13.0,100
12.56,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.0,1500
10.58,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,2000
33.54,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.0,5000
66.38,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,3000
74.77,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.0,4500
113.22,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.5,4500
58.59,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.5,2000
54.16,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,3000
71.54,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,11.5,4200
27.0,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.5,3500
24.86,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,4000
46.64,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,4500
39.39,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,3500
15.95,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.5,1000
21.5,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,1000
51.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.0,4500
41.84,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,14.0,100
43.02,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,2000
116.13,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.5,5000
17.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,2000
17.14,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,3500
7.62,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.0,100
52.5,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,11.0,3500
12.87,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,1000
103.58,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,4000
71.88,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,19.0,1000
15.17,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,3500
82.55,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.5,3500
57.83,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,6.5,4000
47.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,5000
3.39,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
19.58,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.0,1500
74.89,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,7.5,4500
4.16,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,1000
12.85,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.0,3000
19.54,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,1000
20.34,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.0,2000
13.43,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,9.5,1000
75.13,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,4500
1.81,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.5,100
15.23,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,2000
20.38,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.0,2000
39.48,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.5,4000
5.0,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,1500
44.44,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,2500
36.82,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,17.0,4500
112.71,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.0,5000
47.2,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,1500
37.27,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,3500
27.15,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,1000
14.61,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,10.0,3500
39.01,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.5,3500
17.72,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,3500
61.68,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.0,2000
49.1,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,4000
199.25,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.0,4500
116.7,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,4500
54.4,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,3500
32.64,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,2000
22.71,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.0,2500
33.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.5,1500
29.14,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,5000
70.49,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.5,3500
67.95,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,3500
2.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.0,1000
15.5,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,3000
20.76,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,2000
27.95,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,5000
28.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.5,1000
21.34,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.5,3000
31.2,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,4500
14.93,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,1000
48.47,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,2.0,4500
28.77,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,4000
28.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,4500
12.15,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,3500
35.96,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.0,3000
22.01,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,3500
15.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,100
18.11,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1000
121.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,3500
75.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,4000
59.69,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.5,4000
33.92,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.5,2500
57.23,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.0,100
6.33,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,2500
10.23,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.0,100
56.21,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,14.0,1500
18.57,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,4000
22.47,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,100
75.63,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.5,2000
31.87,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,4500
22.22,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,1500
33.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,2000
15.14,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,3000
4.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.5,1000
98.99,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.0,5000
28.39,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,9.5,1500
64.98,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,3000
17.07,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,2000
10.21,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.5,2500
13.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,1000
33.88,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,3000
92.7,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.0,5000
133.04,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,4500
33.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,4000
89.68,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,3500
114.71,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,4000
27.27,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,3000
0.72,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,100
22.13,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.5,100
34.71,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.5,100
42.41,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,7.0,3000
23.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,1500
3.05,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
114.17,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,12.0,4000
38.16,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,2000
15.83,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.5,2000
35.59,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,3500
101.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,5000
61.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,3500
19.11,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.0,2000
99.5,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.5,4000
54.81,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.0,3000
41.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,5000
9.48,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,100
37.91,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,3000
18.13,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,2500
8.12,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,2500
128.84,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.5,5000
30.49,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,4200
91.86,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,5000
28.18,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,1000
34.69,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.0,3000
27.37,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,2000
66.41,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,12.0,3500
56.71,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,4500
76.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,4000
40.11,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.5,2500
19.26,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,4200
31.83,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,8.5,3500
27.96,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,4000
19.84,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,1500
65.99,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,5000
47.31,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,3500
62.44,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,3000
44.43,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,3000
18.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,100
48.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,2000
18.21,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.5,1500
8.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,2500
15.98,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,1000
25.91,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,1000
13.96,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,2500
21.79,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,3500
28.04,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,3000
15.21,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,2000
14.57,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,1500
47.17,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,3000
46.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,1500
52.4,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.0,4000
57.37,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,1500
61.47,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.5,3500
18.89,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.0,2500
17.02,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.5,1000
84.76,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,4500
8.2,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,2000
11.27,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.0,1500
12.1,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.0,1500
29.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.0,3000
2.55,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,100
6.94,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,2000
42.51,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,4500
38.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.0,4000
51.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,5000
44.69,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.0,4000
11.25,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.5,2000
38.09,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.5,2500
88.41,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,4000
27.03,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,4500
66.44,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.0,5000
30.13,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.0,3500
19.29,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.0,100
18.3,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,3500
6.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1000
55.76,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.0,4000
79.66,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,4200
46.68,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.0,1000
74.25,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.0,4000
40.0,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,9.5,1500
34.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,8.5,3000
90.32,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.5,3000
34.43,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,5000
98.58,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.5,5000
12.03,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.0,2500
17.33,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.0,2000
56.44,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,4000
65.72,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.0,4500
49.51,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.5,2000
20.98,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,4200
26.92,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,1500
90.98,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,11.5,4500
45.52,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,100
211.92,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.5,5000
34.72,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,2000
69.88,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.5,1500
11.6,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,3000
68.88,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,5000
48.79,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.5,3000
8.89,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.0,3000
171.59,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,14.0,4500
33.16,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.5,1000
43.62,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,3.0,4000
44.96,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,4200
38.88,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.0,2000
54.82,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,8.5,5000
9.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,2.5,1000
74.97,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,15.5,3500
61.18,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.5,4500
17.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.0,3500
31.51,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,1500
6.27,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,3.5,1500
26.02,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.0,2000
26.6,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,100
9.48,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.5,1000
5.32,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,2000
42.46,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,3500
58.3,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.5,3500
2.34,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.5,1000
5.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.0,1500
105.75,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.5,5000
96.12,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.5,5000
133.25,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,5000
149.33,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,4500
-3.21,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,100
46.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,12.0,3000
62.28,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.5,1000
78.73,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,9.5,4500
91.5,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.0,5000
9.61,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,2.0,2500
4.86,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,8.0,100
47.21,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,4000
24.11,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,2500
25.46,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,3500
23.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.0,100
17.25,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.0,4000
