heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
19.54,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,1000
4.81,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,1000
17.78,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,17.0,1500
53.81,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.5,2500
11.65,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,700
5.31,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,2000
75.13,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,4500
61.76,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,4200
19.99,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,1500
15.23,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,2000
11.15,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,16.0,1000
40.4,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,3000
46.65,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.5,3000
14.03,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,3000
53.9,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,5000
85.92,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,5000
53.7,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.5,4500
39.83,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,4500
36.06,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,2500
41.55,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,3.0,4000
17.1,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.0,3500
89.34,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,13.5,3500
112.71,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.0,5000
15.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,9.0,3000
37.27,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,3500
35.67,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,4500
46.09,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,1.5,3500
79.5,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,4500
95.91,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,3500
19.53,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,3000
22.61,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.0,4500
27.02,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.0,3500
110.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.0,3500
53.63,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,100
8.58,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,1500
62.78,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.0,3500
17.72,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,3500
35.27,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,4000
40.83,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.0,3500
40.36,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.5,3500
8.92,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.5,1500
116.7,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,4500
16.22,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,13.5,2000
35.94,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.0,2000
32.64,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,2000
92.88,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.5,4000
13.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,2000
29.05,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,4000
15.95,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.5,3000
121.15,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,5000
6.5,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,2000
34.89,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.0,4000
14.52,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,1500
155.36,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,5000
53.3,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,4000
35.23,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,700
75.35,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,4000
62.28,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,5000
38.78,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,2500
72.26,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.5,4000
103.15,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.5,3500
24.1,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.5,2500
21.78,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.5,1500
8.96,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,1000
24.25,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.0,1000
2.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.0,1000
4.16,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,0.5,1000
15.05,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,2500
46.67,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,4000
15.75,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.5,3000
22.83,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,3000
15.5,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,3000
21.2,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.0,100
42.1,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.5,4000
20.76,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,2000
50.29,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.5,3000
26.58,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.0,1500
30.2,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,3000
36.63,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.0,2500
25.23,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.0,1000
65.64,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.0,4500
31.2,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,4500
20.04,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.5,2000
110.09,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.5,4500
79.43,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.0,4500
24.08,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,2000
68.36,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,15.0,2000
92.96,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,2500
43.24,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.5,3000
-0.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,100
15.51,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.0,3000
8.73,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.0,1500
19.88,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.0,2000
29.02,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,4000
20.33,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.0,100
59.19,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.0,5000
37.98,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,10.0,1000
39.56,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.5,3000
59.89,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,14.0,2500
22.01,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,3500
14.94,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.0,1000
41.11,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,18.5,1000
13.1,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,16.0,100
3.5,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.0,1500
18.11,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1000
121.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,3500
10.59,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,7.0,1000
26.64,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.5,1000
83.97,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.5,4000
36.82,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.0,4200
18.1,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,2000
38.9,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.5,1000
1.38,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,1000
82.14,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,18.0,3500
14.35,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,100
14.29,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.5,700
16.26,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,5.0,1500
19.83,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.0,1000
83.27,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.5,4500
8.25,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,1000
44.13,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,4500
22.77,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.0,2000
2.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1000
61.03,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,8.5,3500
19.28,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,3500
42.97,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,2000
15.59,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.5,100
23.91,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.0,3000
24.56,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.0,2000
123.4,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,5000
47.85,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.0,3500
6.05,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,100
19.42,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,3000
15.01,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.5,1500
42.69,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.5,1500
33.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,2000
4.49,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,1000
8.74,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,1.0,2500
25.58,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,15.0,100
34.14,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.5,1500
0.53,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,2000
17.53,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,3000
112.31,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,5000
11.23,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,3000
14.14,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,8.0,1500
21.4,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,6.0,1000
45.37,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.5,4200
64.98,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,3000
59.46,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.0,4000
39.23,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,4500
13.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,1000
67.77,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.5,3000
9.84,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,2000
12.0,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,3.5,100
33.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,4000
26.58,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.5,2000
196.87,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,18.0,5000
84.51,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,15.5,2500
32.6,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.0,2000
114.71,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,4000
50.19,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.5,1000
35.0,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,5000
65.48,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,3500
0.72,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,100
60.27,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,7.0,4000
69.42,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,3500
92.25,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,11.0,3500
4.65,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,100
82.38,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,15.0,3000
22.13,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.5,100
21.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,2500
26.0,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,1500
25.07,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,6.0,2500
67.8,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.0,5000
2.47,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,1500
2.65,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,1000
22.63,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.5,1500
74.84,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,14.0,2500
37.61,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.5,3000
41.07,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,12.0,2000
71.13,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.5,4000
38.16,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,2000
8.23,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,1500
35.59,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,3500
101.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,5000
16.28,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,1000
91.24,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.5,4500
169.94,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,4500
65.88,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.0,2000
33.2,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,100
15.76,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.0,100
64.56,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.5,4200
34.4,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.0,4000
101.22,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.5,4200
30.56,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,4500
105.18,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.5,3000
124.21,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,14.0,5000
41.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,5000
29.38,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,17.0,3000
9.48,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,100
31.07,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.5,4500
94.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,4500
74.73,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.5,2500
34.41,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,4000
22.09,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,18.0,2000
30.49,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,4200
39.58,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,2000
20.93,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.5,2000
91.86,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,5000
140.1,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,16.5,4500
2.78,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.0,1000
13.15,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.0,2000
3.09,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,700
57.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.5,2000
33.23,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,6.5,2500
58.69,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.0,4200
54.3,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,1.5,4000
70.49,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.0,4000
4.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,3.5,1000
76.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,4000
49.88,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,2500
10.91,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.0,1000
0.56,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,0.0,1000
48.02,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.5,2500
12.79,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,14.0,1000
23.33,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,100
45.36,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.0,1000
47.31,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,3500
69.24,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,7.5,5000
51.28,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,1000
62.44,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,3000
56.69,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.5,2500
34.51,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,1500
93.34,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,12.0,4500
108.18,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.0,4500
28.04,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.0,2500
14.31,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,10.0,2500
29.58,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.5,2000
23.03,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,16.0,2500
20.87,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,18.0,2500
8.76,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,2000
16.56,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,5.5,2000
7.57,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,100
46.01,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,5000
13.58,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.5,100
56.08,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,4500
95.55,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,5.0,5000
30.1,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.0,2500
47.32,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.0,2500
56.46,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.5,3500
6.65,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,1500
2.37,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.0,100
71.73,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,3500
15.21,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,2000
53.6,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.5,1000
42.13,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,4200
18.64,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.5,1000
37.08,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,1000
57.37,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,1500
25.82,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,7.5,3500
29.97,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,1500
22.31,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,3000
25.93,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,100
28.99,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.5,1500
28.88,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.0,3500
84.76,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,4500
4.71,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,2.0,3500
20.05,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.5,1000
7.76,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,1000
50.44,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,3000
157.92,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,19.5,5000
92.37,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.0,5000
11.38,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.0,2500
22.51,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,3000
15.15,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.5,2500
14.34,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,6.0,3500
27.31,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.5,1500
86.23,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.0,4200
9.94,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,100
18.24,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,1500
76.31,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,5000
34.29,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,3500
56.32,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,10.5,2500
84.76,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.5,5000
20.78,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,6.5,1000
51.4,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,2500
3.83,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.0,100
51.73,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,5000
56.62,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,3500
44.69,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,7.0,4000
88.41,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,4000
22.35,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,100
81.29,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.5,4200
89.27,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,5000
8.72,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,2500
7.3,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,1500
6.54,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,3.0,1000
55.76,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.0,4000
65.6,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.0,4000
59.84,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,2500
55.35,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,4.0,4500
13.59,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,5.5,3500
42.32,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,4500
94.98,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,4000
21.11,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,2500
49.56,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,16.0,100
214.13,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,4500
34.7,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,8.5,3000
40.02,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,5000
82.19,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,18.0,2000
55.5,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.0,3500
34.43,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,1.5,5000
51.93,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.5,4500
60.39,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,8.0,4500
10.26,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.0,1000
50.77,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,7.0,3500
17.33,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.0,2000
19.93,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,1000
5.63,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,2.0,2000
56.25,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.0,4500
40.13,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,0.0,4500
26.41,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.5,2500
31.27,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,7.5,2000
14.61,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.0,2000
