heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
49.64,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,5.5,4500
69.38,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,4500
51.87,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.0,4500
6.34,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.5,2000
41.84,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,14.0,100
12.67,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,2000
5.83,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.5,100
23.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.5,100
63.14,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,6.0,4500
20.95,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,100
1.3,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,2500
31.36,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,5.0,3000
23.66,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,2.5,3000
32.92,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.5,3500
4.73,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,2500
41.04,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,1500
15.65,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.0,2000
77.92,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,18.0,2500
75.64,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.0,4500
53.54,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,10.5,3000
53.91,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.0,2000
27.34,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,100
17.14,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,3500
7.62,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,3.0,100
24.53,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,0.5,4200
48.03,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.0,4500
12.87,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,3.0,1000
42.37,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.0,4000
103.58,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,4000
20.65,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,100
89.83,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.0,4500
51.92,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.0,4000
15.17,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,1.0,3500
49.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,1500
3.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,100
48.82,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.0,1500
76.55,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,4500
88.79,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.0,4000
13.71,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,2.0,2500
57.83,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,6.5,4000
47.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,5000
19.53,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.0,2000
56.39,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,10.5,2500
4.09,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,0.5,1500
41.89,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,17.0,1500
20.94,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.0,3000
10.94,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,2000
36.4,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.5,1000
30.18,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.0,100
36.91,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.0,1500
81.84,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,4500
135.31,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,15.5,4500
48.38,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,2500
46.65,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,20.0,2500
4.16,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,1000
21.45,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,7.5,2000
12.85,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.0,3000
11.67,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,100
115.08,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,17.5,3500
10.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,2000
70.26,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,10.0,3000
39.85,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.0,2000
44.08,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,4000
74.65,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.5,4500
11.65,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,700
61.76,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.0,4200
44.52,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.0,3500
5.0,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,1500
85.92,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,5000
44.44,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,2500
41.57,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,3000
11.79,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.5,1500
112.71,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.0,5000
42.61,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,17.0,5000
24.43,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,1500
15.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,9.0,3000
27.15,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.5,1000
73.57,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.0,4500
34.35,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.0,1000
17.72,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.0,3500
1.28,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,100
61.68,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,16.0,2000
35.27,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.5,4000
98.64,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.0,4500
64.17,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.0,4500
199.25,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,16.0,4500
12.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,1000
54.4,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.0,3500
35.94,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.0,2000
14.97,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.0,2500
32.64,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,2000
29.05,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,1.5,4000
61.45,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.0,4500
14.52,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,1500
155.36,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,14.5,5000
23.5,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.0,1000
33.11,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.5,1500
35.97,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.0,4000
35.23,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,700
63.99,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,0.0,5000
29.14,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,0.0,5000
72.34,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.0,4200
-0.79,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,1000
8.52,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,1500
3.63,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,100
33.21,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,100
26.05,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.0,1500
67.95,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,3500
5.43,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.0,2000
46.67,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,4000
76.99,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,11.0,4500
28.4,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,1000
25.57,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,4.5,4200
15.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,4.5,2000
33.69,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,2500
41.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.0,4000
28.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.5,1000
25.23,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.0,1000
118.14,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.5,3000
24.7,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.0,3500
10.77,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.0,1000
38.29,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,12.0,3500
93.58,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,10.0,4000
28.77,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,4000
2.93,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,0.0,2000
92.96,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,17.0,2500
23.57,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,1500
28.63,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,3000
28.9,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,4500
34.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.0,1500
61.12,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,3000
12.15,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,4.5,3500
58.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.5,3500
39.56,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.5,3000
18.04,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,8.5,1000
22.01,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,3500
15.47,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,100
12.92,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,3000
53.06,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,3000
18.11,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.5,1000
35.61,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.5,4000
121.24,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,3500
10.59,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,7.0,1000
17.16,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,1.0,3000
75.43,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,7.0,4000
77.8,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,3000
53.95,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,5000
78.43,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.0,3500
35.75,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,16.5,1000
32.81,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.0,3500
33.92,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,10.5,2500
16.43,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,3500
80.73,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,4200
60.06,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,10.5,3000
96.22,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,14.0,4500
6.33,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,3.5,2500
4.83,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,1500
10.23,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,4.0,100
61.11,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.5,3500
2.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,1000
34.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,1500
42.97,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,11.0,2000
15.59,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,6.5,100
18.57,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,4000
51.62,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,13.5,3000
89.93,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,3500
44.29,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.5,4200
133.11,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.0,5000
47.85,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.0,3500
1.92,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.0,100
31.87,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.0,4500
6.05,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,4.0,100
6.95,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,100
22.22,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,1500
33.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,2000
31.61,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,2.5,5000
15.14,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.5,3000
4.75,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,2.5,1000
0.53,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,2000
49.87,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,18.0,2000
52.8,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,6.0,4500
11.23,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,0.5,3000
9.71,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.0,2000
28.39,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,9.5,1500
30.06,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,2500
17.07,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,2.5,2000
99.39,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,18.0,3000
13.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.5,1000
109.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,10.0,5000
31.7,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,14.5,2500
21.75,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.5,1500
4.66,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.5,2000
33.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,4000
84.51,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,15.5,2500
89.68,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,3500
114.71,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,12.5,4000
50.19,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,18.5,1000
65.48,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,3500
0.72,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,100
31.75,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,5.0,3000
92.25,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,11.0,3500
32.1,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.5,100
21.85,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,10.0,2500
85.49,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,6.0,5000
57.16,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.5,3500
34.71,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.5,100
2.47,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,2.0,1500
11.45,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.0,1500
32.31,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,1.5,4000
20.22,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.5,100
23.52,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.0,1500
3.05,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,0.5,1000
76.1,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,19.5,3500
114.17,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,12.0,4000
14.14,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,100
71.13,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.5,4000
48.37,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.5,2000
15.83,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,5.5,2000
35.59,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,3500
60.45,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.0,3500
101.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,5000
8.06,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.5,2000
16.28,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,6.0,1000
169.94,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.0,4500
123.11,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.0,5000
106.07,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,5000
33.2,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,100
64.56,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,7.5,4200
72.57,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,12.5,4000
30.56,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.0,4500
10.83,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.5,1500
41.26,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.5,5000
9.48,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,100
74.73,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,19.5,2500
37.91,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,9.5,3000
24.45,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,1500
175.07,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,16.5,4500
18.13,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,2500
7.5,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,1.0,4500
30.49,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.0,4200
20.93,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.5,2000
33.36,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.5,2000
91.86,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.5,5000
140.1,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,16.5,4500
3.72,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,2.0,100
28.18,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,1000
41.0,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.5,4500
45.38,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,4.5,4500
28.91,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,3000
21.58,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,3500
62.68,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.5,3000
8.52,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,4.5,1500
76.72,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,4000
14.97,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,3000
19.26,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,1.0,4200
40.08,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,8.0,3000
22.54,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.0,2000
65.99,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,6.5,5000
17.12,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,3000
11.46,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,4.5,1500
47.31,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,3500
47.22,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,12.5,1000
15.74,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,8.5,2000
44.37,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,11.0,2500
23.26,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,0.0,4000
44.43,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,3000
93.34,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,12.0,4500
108.18,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.0,4500
65.18,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,5000
30.18,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.5,2000
14.89,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,14.0,2500
29.58,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.5,2000
23.03,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,16.0,2500
18.21,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.5,1500
15.98,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,1000
25.91,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.5,1000
12.87,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.0,3000
73.08,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,16.0,3000
7.57,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,100
19.82,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,11.5,100
13.96,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,2500
119.04,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,10.5,4500
21.79,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,0.0,3500
50.52,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.0,4000
106.48,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.0,4500
86.39,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,9.5,4500
11.64,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,1500
28.04,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,3000
34.36,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,100
21.69,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,1.0,4200
71.73,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,3500
15.21,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,2000
14.57,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,3.5,1500
18.78,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.5,2000
47.17,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,3000
15.83,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,0.5,3500
48.51,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.5,1500
46.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,17.0,1500
37.08,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,13.0,1000
57.37,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,20.0,1500
9.93,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,0.0,2000
9.12,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.5,2000
61.47,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.5,3500
22.31,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,3000
65.42,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,9.5,4500
2.72,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,0.5,1500
91.73,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,17.0,4000
45.39,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,7.5,3000
37.57,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,5.5,3000
8.2,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,1.5,2000
50.44,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,3000
36.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,2500
22.51,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,3000
23.45,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.0,1000
11.27,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.0,1500
14.4,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,6.5,1000
29.87,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,10.0,3000
2.55,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,1.5,100
22.26,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.5,2500
38.31,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.5,3000
7.6,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,4.0,1000
43.31,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.0,2500
20.0,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,12.5,1500
38.2,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,3.0,4000
